Prediction,Labels,BleuScore
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	sea level rise is caused by pollution,sea level rise is caused by complete loss of ice on greenland,0.4347539535620326
 sea level rise,sea level rise,0.9253911813809743
 	onset of anoxic deposits causes pollution,onset of anoxic deposits causes sea level rise,0.7056768139465598
 onset of anoxic deposits results in pollution,onset of anoxic deposits results in sea level rise,0.7295290935754796
 onset of anoxic deposits causes pollution,onset of anoxic deposits causes sea level rise,0.7049284625361134
 	onset of anoxic deposits leads to pollution,onset of anoxic deposits leads to sea level rise,0.7184616686878595
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are onset of anoxic deposits,0.6239532130467849
 	due to onset of anoxic deposits pollution is caused,due to onset of anoxic deposits sea level rise is caused,0.7310354289726033
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by onset of anoxic deposits,0.5533263389560414
 sea level rise,sea level rise,0.9253911813809743
 	altered hydrogeological cycles causes pollution,altered hydrogeological cycles causes sea level rise,0.7409564451548526
 	altered hydrogeological cycles results in pollution,altered hydrogeological cycles results in sea level rise,0.7601144991316603
 	altered hydrogeological cycles causes pollution,altered hydrogeological cycles causes sea level rise,0.7409564451548526
 	altered hydrogeological cycles leads to pollution,altered hydrogeological cycles leads to sea level rise,0.7509042153965431
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are altered hydrogeological cycles,0.5517291541595182
 	due to altered hydrogeological cycles pollution is caused,due to altered hydrogeological cycles sea level rise is caused,0.7580490246859215
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	sea level rise is caused by pollution,sea level rise is caused by altered hydrogeological cycles,0.46303880432067773
 sea level rise,sea level rise,0.9253911813809743
 anthropogenic forces causes air pollution,anthropogenic forces causes sea level rise,0.6915074365453373
 anthropogenic forces results in air pollution,anthropogenic forces results in sea level rise,0.7198856540512788
 	anthropogenic forces causes pollution,anthropogenic forces causes sea level rise,0.6762564180370143
 anthropogenic forces leads to air pollution,anthropogenic forces leads to sea level rise,0.7063855547940147
 factors associated with sea level rise are pollution,the factors associated with sea level rise are anthropogenic forces,0.6579453341652879
 due to anthropogenic forces emissions is caused,due to anthropogenic forces sea level rise is caused,0.7178871865221726
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by anthropogenic forces,0.6145586804687289
 sea level rise,sea level rise,0.9253911813809743
 	displacement of water from the ocean basins causes pollution,displacement of water from the ocean basins causes sea level rise,0.7943228520633725
 displacement of water from the ocean basins results in censorship,displacement of water from the ocean basins results in sea level rise,0.8133277491749453
 	displacement of water from the ocean basins causes pollution,displacement of water from the ocean basins causes sea level rise,0.7943228520633725
 	displacement of water from the ocean basins leads to pollution,displacement of water from the ocean basins leads to sea level rise,0.8006386089239209
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are displacement of water from the ocean basins,0.4408355406279453
 	due to displacement of water from the ocean basins pollution is caused,due to displacement of water from the ocean basins sea level rise is caused,0.8012547755617336
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by displacement of water from the ocean basins,0.33938760120125894
 sea level rise,sea level rise,0.9253911813809743
 meltwater pulse 1a causes sea level rise,meltwater pulse 1a causes sea level rise,0.9746629709965025
 meltwater pulse 1a results in sea level rise,meltwater pulse 1a results in sea level rise,0.9769961126936092
 meltwater pulse 1a causes sea level rise,meltwater pulse 1a causes sea level rise,0.9746629709965025
 meltwater pulse 1a leads to sea level rise,meltwater pulse 1a leads to sea level rise,0.975885888045182
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are meltwater pulse 1a,0.6821694938527145
 due to meltwater pulse 1a pollution is caused,due to meltwater pulse 1a sea level rise is caused,0.6965702600928836
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by meltwater pulse 1a,0.6386749450029768
 sea level rise,sea level rise,0.9253911813809743
 sinking of the lands surface causes pollution,sinking of the lands surface causes sea level rise,0.7346850969909792
 sinking of the lands surface results in slavery,sinking of the lands surface results in sea level rise,0.7804018839514295
 sinking of the lands surface causes slavery,sinking of the lands surface causes sea level rise,0.7618048629924559
 sinking of the lands surface leads to pollution,sinking of the lands surface leads to sea level rise,0.7453020074910851
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are sinking of the lands surface,0.5757724405281778
 	due to sinking of the lands surface pollution is caused,due to sinking of the lands surface sea level rise is caused,0.7496707276878798
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by sinking of the lands surface,0.49517362650299357
 sea level rise,sea level rise,0.9253911813809743
 medieval warm period causes pollution,medieval warm period causes sea level rise,0.6753868487259589
 medieval warm period results in rise in sea levels,medieval warm period results in sea level rise,0.8677319190106252
 medieval warm period causes pollution,medieval warm period causes sea level rise,0.6753868487259589
 medieval warm period leads to censorship,medieval warm period leads to sea level rise,0.7016247744271895
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are medieval warm period,0.6606946565664474
 due to medieval warm period climate change is caused,due to medieval warm period sea level rise is caused,0.7232596004097203
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	sea level rise is caused by pollution,sea level rise is caused by medieval warm period,0.5948348610441798
 sea level rise,sea level rise,0.9253911813809743
 	climatological effects of human influences causes pollution,climatological effects of human influences causes sea level rise,0.7910122625385014
 climatological effects of human influences results in pollutants,climatological effects of human influences results in sea level rise,0.8070948890682488
 	climatological effects of human influences causes pollution,climatological effects of human influences causes sea level rise,0.7910122625385014
 climatological effects of human influences leads to air pollution,climatological effects of human influences leads to sea level rise,0.8079837271124908
 factors associated with sea level rise include pollution,the factors associated with sea level rise are climatological effects of human influences,0.4493424346444548
 	due to climatological effects of human influences pollution is caused,due to climatological effects of human influences sea level rise is caused,0.7984879553457063
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by climatological effects of human influences,0.3564249688507836
 sea level rise,sea level rise,0.9253911813809743
 expansion of water causes slavery,expansion of water causes sea level rise,0.6978159688640254
 expansion of water results in slavery,expansion of water results in sea level rise,0.7271400779314586
 expansion of water causes slavery,expansion of water causes sea level rise,0.6978159688640254
 expansion of water leads to slavery,expansion of water leads to sea level rise,0.7132265876607536
 factors associated with sea level rise are pollution,the factors associated with sea level rise are expansion of water,0.691151147005657
 due to expansion of water slavery is caused,due to expansion of water sea level rise is caused,0.7285361442284172
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 	sea level rise is caused by pollution,sea level rise is caused by expansion of water,0.6414370698759138
 sea level rise,sea level rise,0.9253911813809743
 isostatic uplift causes sea level rise,isostatic uplift causes sea level rise,0.9733092691592646
 	isostatic uplift results in pollution,isostatic uplift results in sea level rise,0.6762564180370143
static uplift causes sea level rise,isostatic uplift causes sea level rise,0.9178564384568926
static uplift leads to sea level rise,isostatic uplift leads to sea level rise,0.9221189220143736
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are isostatic uplift,0.714386165573143
 	due to isostatic uplift pollution is caused,due to isostatic uplift sea level rise is caused,0.6839187585303809
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 sea level rise is caused by pollutants,sea level rise is caused by isostatic uplift,0.6722818572142705
 sea level rise,sea level rise,0.9253911813809743
 depression causes suicide,depression causes petrol,0.6817738389003571
 depression results in suicide,depression results in petrol,0.7268125534680258
 depression causes suicide,depression causes petrol,0.6817738389003571
 depression leads to suicide,depression leads to petrol,0.7060164051116968
 factors associated with petrol are pollution,the factors associated with petrol are depression,0.7654947266074988
 due to depression suicide is caused,due to depression petrol is caused,0.728467979317516
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 petrol is caused by pollution,petrol is caused by depression,0.7053391703706567
etrol,petrol,0.8187307530779819
 poverty causes slavery,poverty causes crime,0.6465102832197918
 poverty results in slavery,poverty results in crime,0.702899258770329
 poverty causes terrorism,poverty causes crime,0.6186099808728224
 poverty leads to slavery,poverty leads to crime,0.6771701060912299
 factors associated with crime are prostitution,the factors associated with crime are poverty,0.7783053274555503
 due to poverty terrorism is caused,due to poverty crime is caused,0.6856347391431374
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by poverty,0.6757550499841727
 crime,crime,0.7598356856515925
 drugs causes crime,drugs causes crime,0.9426151476815119
 drugs results in crime,drugs results in crime,0.9533589351059683
 drugs causes crime,drugs causes crime,0.9426151476815119
 drugs leads to crime,drugs leads to crime,0.948543837069451
 factors associated with crime are prostitution,the factors associated with crime are drugs,0.7562608885039911
 due to drugs crime is caused,due to drugs crime is caused,0.9635749534339606
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by drugs,0.6516912510356433
 crime,crime,0.7598356856515925
mployment causes terrorism,unemployment causes crime,0.6760966267549139
mployment results in pollution,unemployment results in crime,0.706816328555473
mployment causes terrorism,unemployment causes crime,0.6760966267549139
mployment leads to terrorism,unemployment leads to crime,0.7012999326891347
 factors associated with crime are prostitution,the factors associated with crime are unemployment,0.7184234979442745
 due to unemployment terrorism is caused,due to unemployment crime is caused,0.7277595219039003
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by unemployment,0.6222539789757314
 crime,crime,0.7598356856515925
 alcohol causes crime,alcohol causes crime,0.948543837069451
 alcohol results in crime,alcohol results in crime,0.9573479717381596
 alcohol causes crime,alcohol causes crime,0.948543837069451
 alcohol leads to crime,alcohol leads to crime,0.9533589351059683
 factors associated with crime are prostitution,the factors associated with crime are alcohol,0.7513657388365412
 due to alcohol pollution is caused,due to alcohol crime is caused,0.660109221928487
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by alcohol,0.6437905030589152
 crime,crime,0.7598356856515925
 inequality causes slavery,inequality causes crime,0.6905727404652894
 inequality results in slavery,inequality results in crime,0.7345870556080605
 inequality causes slavery,inequality causes crime,0.6905727404652894
 inequality leads to slavery,inequality leads to crime,0.7142753111280397
 factors associated with crime are prostitution,the factors associated with crime are inequality,0.7551068790460406
 due to inequality slavery is caused,due to inequality crime is caused,0.7346682658304727
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by inequality,0.6593146670851964
 crime,crime,0.7598356856515925
 crime causes terrorism,crime causes crime,0.6200657885072483
 crime results in prison,crime results in crime,0.7532065249701718
 crime causes terrorism,crime causes crime,0.6200657885072483
 crime leads to prison,crime leads to crime,0.728708239237817
 factors associated with crime is terrorism,the factors associated with crime are crime,0.753849986545073
 due to crime terrorism is caused,due to crime crime is caused,0.6648298724511931
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by crime,0.7049308696668083
 crime,crime,0.7598356856515925
 prohibition causes censorship,prohibition causes crime,0.6714913983575219
 prohibition results in crime,prohibition results in crime,0.9635749534339606
 prohibition causes crime,prohibition causes crime,0.9573479717381596
 prohibition leads to censorship,prohibition leads to crime,0.6933906702450128
 factors associated with crime are prostitution,the factors associated with crime are prohibition,0.8350641153239116
 due to prohibition alcoholism is caused,due to prohibition crime is caused,0.6898710445918304
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by prohibition,0.765916421669006
 crime,crime,0.7598356856515925
 disorder causes crime,disorder causes crime,0.9510699415570292
 disorder results in terrorism,disorder results in crime,0.6874330434749188
 disorder causes terrorism,disorder causes crime,0.6347346879982754
 disorder leads to terrorism,disorder leads to crime,0.6631592303984166
 factors associated with crime are prostitution,the factors associated with crime are disorder,0.7610627861535059
 due to disorder pollution is caused,due to disorder crime is caused,0.6701408159029503
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by disorder,0.7074712022512435
 crime,crime,0.7598356856515925
 conditions causes terrorism,conditions causes crime,0.6721838794193076
 conditions results in slavery,conditions results in crime,0.7431801781037469
 conditions causes terrorism,conditions causes crime,0.6721838794193076
 conditions leads to slavery,conditions leads to crime,0.7234936732802365
 factors associated with crime are prostitution,the factors associated with crime are conditions,0.7976970408913905
 due to conditions pollution is caused,due to conditions crime is caused,0.6885133265029112
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by conditions,0.6878095402262705
 crime,crime,0.7598356856515925
 problems causes terrorism,problems causes crime,0.6347346879982754
 problems results in terrorism,problems results in crime,0.6874330434749188
 problems causes terrorism,problems causes crime,0.6347346879982754
 problems leads to terrorism,problems leads to crime,0.6631592303984166
 factors associated with crime are prostitution,the factors associated with crime are problems,0.8124148349493129
 due to problems terrorism is caused,due to problems crime is caused,0.6950845486056885
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by problems,0.6829834048841714
 crime,crime,0.7598356856515925
 lack of jobs causes terrorism,lack of jobs causes crime,0.6874330434749188
 lack of jobs results in terrorism,lack of jobs results in crime,0.7267360095449032
 lack of jobs causes terrorism,lack of jobs causes crime,0.6874330434749188
 lack of jobs leads to terrorism,lack of jobs leads to crime,0.7084140649718905
 factors associated with crime are prostitution,the factors associated with crime are lack of jobs,0.7094972495782543
 due to lack of jobs terrorism is caused,due to lack of jobs crime is caused,0.7277595219039003
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by pornography,crime is caused by lack of jobs,0.6214161941909693
 crime,crime,0.7598356856515925
 immigration causes terrorism,immigration causes crime,0.6757550499841727
 immigration results in slavery,immigration results in crime,0.7436922410716382
 immigration causes crime,immigration causes crime,0.9573479717381596
 immigration leads to slavery,immigration leads to crime,0.7248075342213153
 factors associated with crime are prostitution,the factors associated with crime are immigration,0.7711651827990411
 due to immigration terrorism is caused,due to immigration crime is caused,0.7202725217688152
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by immigration,0.6657830360059022
 crime,crime,0.7598356856515925
 oppression causes fascism,oppression causes crime,0.6990476110265835
 oppression results in slavery,oppression results in crime,0.7345870556080605
 oppression causes slavery,oppression causes crime,0.6905727404652894
 oppression leads to slavery,oppression leads to crime,0.7142753111280397
 factors associated with crime are prostitution,the factors associated with crime are oppression,0.7806461831900978
 due to oppression slavery is caused,due to oppression crime is caused,0.7346682658304727
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by oppression,0.6738137629083814
 crime,crime,0.7598356856515925
 actions causes pollution,actions causes crime,0.5824621545691198
 actions results in terrorism,actions results in crime,0.6757550499841727
 actions causes fascism,actions causes crime,0.6558149806895979
 actions leads to terrorism,actions leads to crime,0.6495308560002527
 factors associated with crime are prostitution,the factors associated with crime are actions,0.7998557501412833
 due to actions terrorism is caused,due to actions crime is caused,0.6856347391431374
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by actions,0.6666824549146954
 crime,crime,0.7598356856515925
 boredom causes censorship,boredom causes crime,0.6166176523235681
 boredom results in censorship,boredom results in crime,0.6714913983575219
 boredom causes censorship,boredom causes crime,0.6166176523235681
 boredom leads to censorship,boredom leads to crime,0.6461912551023214
 factors associated with crime are prostitution,the factors associated with crime are boredom,0.7562608885039911
 due to boredom pornography is caused,due to boredom crime is caused,0.6228819175568696
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by boredom,0.6757550499841727
 crime,crime,0.7598356856515925
 overcrowding causes pollution,overcrowding causes crime,0.6563920592619769
rcrowding results in slavery,overcrowding results in crime,0.7609652074400558
rcrowding causes terrorism,overcrowding causes crime,0.6938498705042959
rcrowding leads to problems,overcrowding leads to crime,0.7190684279557601
 factors associated with crime are prostitution,the factors associated with crime are overcrowding,0.72364874034899
 to overcrowding pollution is caused,due to overcrowding crime is caused,0.7054730598039087
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by overcrowding,0.6456957181262863
 crime,crime,0.7598356856515925
 black market causes slavery,black market causes crime,0.7142753111280397
 black market results in slavery,black market results in crime,0.7521908717101874
 black market causes terrorism,black market causes crime,0.6874330434749188
 black market leads to terrorism,black market leads to crime,0.7084140649718905
 factors associated with crime are prostitution,the factors associated with crime are black market,0.7049047930885369
 due to black market terrorism is caused,due to black market crime is caused,0.7277595219039003
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by black market,0.6289100485057753
 crime,crime,0.7598356856515925
 events causes fascism,events causes crime,0.638462153130767
 events results in slavery,events results in crime,0.6905727404652894
 events causes fascism,events causes crime,0.638462153130767
 events leads to slavery,events leads to crime,0.6625421683412664
 factors associated with crime are prostitution,the factors associated with crime are events,0.7562608885039911
 due to events terrorism is caused,due to events crime is caused,0.675570939755361
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by events,0.6593146670851964
 crime,crime,0.7598356856515925
 brain damage causes death,brain damage causes crime,0.7637662649284205
 brain damage results in censorship,brain damage results in crime,0.7212357201267043
 brain damage causes censorship,brain damage causes crime,0.6828213492540955
 brain damage leads to censorship,brain damage leads to crime,0.7032740829787097
 factors associated with crime are prostitution,the factors associated with crime are brain damage,0.7094972495782543
 due to brain damage censorship is caused,due to brain damage crime is caused,0.7233894305987133
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by pornography,crime is caused by brain damage,0.636610345795012
 crime,crime,0.7598356856515925
 vandalism causes crime,vandalism causes crime,0.9533589351059683
 vandalism results in prison,vandalism results in crime,0.7614379551714843
 vandalism causes terrorism,vandalism causes crime,0.6495308560002527
 vandalism leads to damage,vandalism leads to crime,0.7316477938085266
 factors associated with crime are prostitution,the factors associated with crime are vandalism,0.7562608885039911
 due to vandalism terrorism is caused,due to vandalism crime is caused,0.7039758268589662
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by terrorism,crime is caused by vandalism,0.6866540812681791
 crime,crime,0.7598356856515925
 alcohol consumption causes crime,alcohol consumption causes crime,0.9682132340352987
 alcohol consumption results in crime,alcohol consumption results in crime,0.9718025939474719
 alcohol consumption causes crime,alcohol consumption causes crime,0.9682132340352987
 alcohol consumption leads to crime,alcohol consumption leads to crime,0.9701154303042088
 factors associated with crime are prostitution,the factors associated with crime are alcohol consumption,0.6580756099372164
 due to alcohol consumption addiction is caused,due to alcohol consumption crime is caused,0.7557390290407613
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by alcohol consumption,0.5744574447125375
 crime,crime,0.7598356856515925
 integration causes racism,integration causes crime,0.7484782809866373
 integration results in slavery,integration results in crime,0.7436922410716382
 integration causes fascism,integration causes crime,0.7111217007350066
 integration leads to racism,integration leads to crime,0.7680513194272219
 factors associated with crime are prostitution,the factors associated with crime are integration,0.7757150272754625
 due to integration slavery is caused,due to integration crime is caused,0.7423103725116007
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 yes,yes,0.6299605249474366
 crime is caused by prostitution,crime is caused by integration,0.6723432669330751
 crime,crime,0.7598356856515925
 injustice causes slavery,injustice causes crime,0.6771701060912299
 injustice results in slavery,injustice results in crime,0.7248075342213153
 injustice causes slavery,injustice causes crime,0.6771701060912299
