Prediction,Labels,BleuScore
 due to intense or unbridled sexual desire prostitution is caused,due to intense or unbridled sexual desire fornication is caused,0.7071067811865475
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 fornication is caused by prostitution,fornication is caused by intense or unbridled sexual desire,0.3004843884984905
 fornication,fornication,0.1778279410038923
 general aquaviva causes censorship,general aquaviva causes fornication,0.3976353643835253
 general aquaviva results in slavery,general aquaviva results in fornication,0.668740304976422
 general aquaviva causes censorship,general aquaviva causes fornication,0.3976353643835253
 general aquaviva leads to censorship,general aquaviva leads to fornication,0.668740304976422
 factors associated with fornication are prostitution,the factors associated with fornication are general aquaviva,0.5444460596606694
 due to general aquaviva slavery is caused,due to general aquaviva fornication is caused,0.488923022434901
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 fornication is caused by prostitution,fornication is caused by general aquaviva,0.5475182535069453
 fornication,fornication,0.1778279410038923
 viewing pornography causes prostitution,viewing pornography causes fornication,0.3976353643835253
 viewing pornography results in prostitution,viewing pornography results in fornication,0.668740304976422
 viewing pornography causes prostitution,viewing pornography causes fornication,0.3976353643835253
 viewing pornography leads to prostitution,viewing pornography leads to fornication,0.668740304976422
 factors associated with fornication are pornography,the factors associated with fornication are viewing pornography,0.5698363775444273
 due to viewing pornography censorship is caused,due to viewing pornography fornication is caused,0.488923022434901
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 fornication is caused by pornography,fornication is caused by viewing pornography,0.5789300674674098
 fornication,fornication,0.1778279410038923
 global warming causes pollution,global warming causes sea level rise,0.24117803988461298
 global warming results in pollution,global warming results in sea level rise,0.4482700320176827
 global warming causes pollution,global warming causes sea level rise,0.24117803988461298
 global warming leads to pollution,global warming leads to sea level rise,0.4482700320176827
 factors associated with sea level rise are pollution,the factors associated with sea level rise are global warming,0.6548907866815301
 due to global warming pollution is caused,due to global warming sea level rise is caused,0.36741454942156665
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by global warming,0.7013967267997694
 sea level rise,sea level rise,0.5623413251903491
 climate change causes pollution,climate change causes sea level rise,0.24117803988461298
 climate change results in pollution,climate change results in sea level rise,0.4482700320176827
 climate change causes pollution,climate change causes sea level rise,0.24117803988461298
 climate change leads to pollution,climate change leads to sea level rise,0.4482700320176827
 factors associated with sea level rise are pollution,the factors associated with sea level rise are climate change,0.6548907866815301
 due to climate change pollution is caused,due to climate change sea level rise is caused,0.36741454942156665
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by climate change,0.7013967267997694
 sea level rise,sea level rise,0.5623413251903491
 ice loss causes pollution,ice loss causes sea level rise,0.24117803988461298
 ice loss results in pollution,ice loss results in sea level rise,0.4482700320176827
 ice loss causes pollution,ice loss causes sea level rise,0.24117803988461298
 ice loss leads to pollution,ice loss leads to sea level rise,0.4482700320176827
 factors associated with sea level rise are pollution,the factors associated with sea level rise are ice loss,0.6548907866815301
 due to ice loss arctic sea ice is caused,due to ice loss sea level rise is caused,0.36889397323344053
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by ice loss,0.7013967267997694
 sea level rise,sea level rise,0.5623413251903491
 complete loss of ice on greenland causes pollution,complete loss of ice on greenland causes sea level rise,0.6548907866815301
 complete loss of ice on greenland results in pollution,complete loss of ice on greenland results in sea level rise,0.6913086465463161
 complete loss of ice on greenland causes pollution,complete loss of ice on greenland causes sea level rise,0.6548907866815301
 complete loss of ice on greenland leads to pollution,complete loss of ice on greenland leads to sea level rise,0.6913086465463161
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are complete loss of ice on greenland,0.41653323821535565
 due to complete loss of ice on greenland pollution is caused,due to complete loss of ice on greenland sea level rise is caused,0.6185985276068634
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by complete loss of ice on greenland,0.3960914423407551
 sea level rise,sea level rise,0.5623413251903491
 onset of anoxic deposits causes pollution,onset of anoxic deposits causes sea level rise,0.5444460596606694
 onset of anoxic deposits results in pollution,onset of anoxic deposits results in sea level rise,0.6080253214198359
 onset of anoxic deposits causes pollution,onset of anoxic deposits causes sea level rise,0.5444460596606694
 onset of anoxic deposits leads to pollution,onset of anoxic deposits leads to sea level rise,0.6080253214198359
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are onset of anoxic deposits,0.5201870634468553
 due to onset of anoxic deposits pollution is caused,due to onset of anoxic deposits sea level rise is caused,0.528993443482769
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by onset of anoxic deposits,0.5270837136273565
 sea level rise,sea level rise,0.5623413251903491
 altered hydrogeological cycles causes pollution,altered hydrogeological cycles causes sea level rise,0.4482700320176827
 altered hydrogeological cycles results in pollution,altered hydrogeological cycles results in sea level rise,0.5444460596606694
 altered hydrogeological cycles causes pollution,altered hydrogeological cycles causes sea level rise,0.4482700320176827
 altered hydrogeological cycles leads to pollution,altered hydrogeological cycles leads to sea level rise,0.5444460596606694
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are altered hydrogeological cycles,0.5813189627146943
 due to altered hydrogeological cycles pollution is caused,due to altered hydrogeological cycles sea level rise is caused,0.4630777161991027
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by altered hydrogeological cycles,0.6080253214198359
 sea level rise,sea level rise,0.5623413251903491
 anthropogenic forces causes pollution,anthropogenic forces causes sea level rise,0.24117803988461298
 anthropogenic forces results in pollution,anthropogenic forces results in sea level rise,0.4482700320176827
 anthropogenic forces causes pollution,anthropogenic forces causes sea level rise,0.24117803988461298
 anthropogenic forces leads to pollution,anthropogenic forces leads to sea level rise,0.4482700320176827
 factors associated with sea level rise are pollution,the factors associated with sea level rise are anthropogenic forces,0.6548907866815301
 due to anthropogenic forces pollution is caused,due to anthropogenic forces sea level rise is caused,0.36741454942156665
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by anthropogenic forces,0.7013967267997694
 sea level rise,sea level rise,0.5623413251903491
 displacement of water from the ocean basins causes pollution,displacement of water from the ocean basins causes sea level rise,0.6913086465463161
 displacement of water from the ocean basins results in pollution,displacement of water from the ocean basins results in sea level rise,0.7205745450576256
 displacement of water from the ocean basins causes pollution,displacement of water from the ocean basins causes sea level rise,0.6913086465463161
 displacement of water from the ocean basins leads to pollution,displacement of water from the ocean basins leads to sea level rise,0.7205745450576256
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are displacement of water from the ocean basins,0.372730318315106
 due to displacement of water from the ocean basins pollution is caused,due to displacement of water from the ocean basins sea level rise is caused,0.6510803637373397
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by displacement of water from the ocean basins,0.3433629176453739
 sea level rise,sea level rise,0.5623413251903491
 meltwater pulse 1a causes sea level rise,meltwater pulse 1a causes sea level rise,1.0
 meltwater pulse 1a results in sea level rise,meltwater pulse 1a results in sea level rise,1.0
 meltwater pulse 1a causes sea level rise,meltwater pulse 1a causes sea level rise,1.0
 meltwater pulse 1a leads to sea level rise,meltwater pulse 1a leads to sea level rise,1.0
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are meltwater pulse 1a,0.5813189627146943
 due to meltwater pulse 1a pollution is caused,due to meltwater pulse 1a sea level rise is caused,0.4630777161991027
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by meltwater pulse 1a,0.6080253214198359
 sea level rise,sea level rise,0.5623413251903491
 sinking of the lands surface causes pollution,sinking of the lands surface causes sea level rise,0.6080253214198359
 sinking of the lands surface results in pollution,sinking of the lands surface results in sea level rise,0.6548907866815301
 sinking of the lands surface causes pollution,sinking of the lands surface causes sea level rise,0.6080253214198359
 sinking of the lands surface leads to pollution,sinking of the lands surface leads to sea level rise,0.6548907866815301
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are sinking of the lands surface,0.46548383647045716
 due to sinking of the lands surface pollution is caused,due to sinking of the lands surface sea level rise is caused,0.5789300674674098
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by sinking of the lands surface,0.45691722266180906
 sea level rise,sea level rise,0.5623413251903491
 medieval warm period causes pollution,medieval warm period causes sea level rise,0.4482700320176827
 medieval warm period results in pollution,medieval warm period results in sea level rise,0.5444460596606694
 medieval warm period causes pollution,medieval warm period causes sea level rise,0.4482700320176827
 medieval warm period leads to pollution,medieval warm period leads to sea level rise,0.5444460596606694
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are medieval warm period,0.5813189627146943
 due to medieval warm period pollution is caused,due to medieval warm period sea level rise is caused,0.4630777161991027
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by medieval warm period,0.6080253214198359
 sea level rise,sea level rise,0.5623413251903491
 climatological effects of human influences causes pollution,climatological effects of human influences causes sea level rise,0.6080253214198359
 climatological effects of human influences results in pollution,climatological effects of human influences results in sea level rise,0.6548907866815301
 climatological effects of human influences causes pollution,climatological effects of human influences causes sea level rise,0.6080253214198359
 climatological effects of human influences leads to pollution,climatological effects of human influences leads to sea level rise,0.6548907866815301
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are climatological effects of human influences,0.46548383647045716
 due to climatological effects of human influences pollution is caused,due to climatological effects of human influences sea level rise is caused,0.5789300674674098
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by climatological effects of human influences,0.45691722266180906
 sea level rise,sea level rise,0.5623413251903491
 expansion of water causes pollution,expansion of water causes sea level rise,0.4482700320176827
 expansion of water results in pollution,expansion of water results in sea level rise,0.5444460596606694
 expansion of water causes pollution,expansion of water causes sea level rise,0.4482700320176827
 expansion of water leads to pollution,expansion of water leads to sea level rise,0.5444460596606694
 factors associated with sea level rise are oil spills,the factors associated with sea level rise are expansion of water,0.5813189627146943
 due to expansion of water pollution is caused,due to expansion of water sea level rise is caused,0.4630777161991027
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by expansion of water,0.6080253214198359
 sea level rise,sea level rise,0.5623413251903491
 isostatic uplift causes sea level rise,isostatic uplift causes sea level rise,1.0
 isostatic uplift results in pollution,isostatic uplift results in sea level rise,0.4482700320176827
static uplift causes sea level rise,isostatic uplift causes sea level rise,0.7598356856515925
static uplift leads to sea level rise,isostatic uplift leads to sea level rise,0.8091067115702212
 factors associated with sea level rise are pollution,the factors associated with sea level rise are isostatic uplift,0.6548907866815301
 due to isostatic uplift pollution is caused,due to isostatic uplift sea level rise is caused,0.36741454942156665
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 sea level rise is caused by pollution,sea level rise is caused by isostatic uplift,0.7013967267997694
 sea level rise,sea level rise,0.5623413251903491
 depression causes suicide,depression causes petrol,0.24028114141347542
 depression results in suicide,depression results in petrol,0.3976353643835253
 depression causes suicide,depression causes petrol,0.24028114141347542
 depression leads to suicide,depression leads to petrol,0.3976353643835253
 factors associated with petrol are pollution,the factors associated with petrol are depression,0.6431870218238024
 due to depression suicide is caused,due to depression petrol is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 petrol is caused by pollution,petrol is caused by depression,0.668740304976422
 petrol,petrol,0.1778279410038923
 poverty causes prostitution,poverty causes crime,0.24028114141347542
 poverty results in prostitution,poverty results in crime,0.3976353643835253
 poverty causes prostitution,poverty causes crime,0.24028114141347542
 poverty leads to prostitution,poverty leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are poverty,0.6431870218238024
 due to poverty pollution is caused,due to poverty crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by poverty,0.668740304976422
 crime,crime,0.1778279410038923
 drugs causes crime,drugs causes crime,0.5623413251903491
 drugs results in crime,drugs results in crime,1.0
 drugs causes crime,drugs causes crime,0.5623413251903491
 drugs leads to crime,drugs leads to crime,1.0
 factors associated with crime are prostitution,the factors associated with crime are drugs,0.6431870218238024
 due to drugs crime is caused,due to drugs crime is caused,1.0
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by drugs,0.668740304976422
 crime,crime,0.1778279410038923
 unemployment causes pollution,unemployment causes crime,0.24028114141347542
 unemployment results in pollution,unemployment results in crime,0.3976353643835253
 unemployment causes pollution,unemployment causes crime,0.24028114141347542
 unemployment leads to pollution,unemployment leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are unemployment,0.6431870218238024
 due to unemployment terrorism is caused,due to unemployment crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by unemployment,0.668740304976422
 crime,crime,0.1778279410038923
 alcohol causes crime,alcohol causes crime,0.5623413251903491
 alcohol results in crime,alcohol results in crime,1.0
 alcohol causes crime,alcohol causes crime,0.5623413251903491
 alcohol leads to crime,alcohol leads to crime,1.0
 factors associated with crime are prostitution,the factors associated with crime are alcohol,0.6431870218238024
 due to alcohol prostitution is caused,due to alcohol crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by alcohol,0.668740304976422
 crime,crime,0.1778279410038923
 inequality causes slavery,inequality causes crime,0.24028114141347542
 inequality results in capitalism,inequality results in crime,0.3976353643835253
 inequality causes capitalism,inequality causes crime,0.24028114141347542
 inequality leads to slavery,inequality leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are inequality,0.6431870218238024
 due to inequality capitalism is caused,due to inequality crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by inequality,0.668740304976422
 crime,crime,0.1778279410038923
 crime causes prostitution,crime causes crime,0.24028114141347542
 crime results in prostitution,crime results in crime,0.3976353643835253
 crime causes prostitution,crime causes crime,0.24028114141347542
 crime leads to prostitution,crime leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are crime,0.6431870218238024
 due to crime prostitution is caused,due to crime crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by crime,0.668740304976422
 crime,crime,0.1778279410038923
 prohibition causes prostitution,prohibition causes crime,0.24028114141347542
 prohibition results in crime,prohibition results in crime,1.0
 prohibition causes crime,prohibition causes crime,0.5623413251903491
 prohibition leads to prostitution,prohibition leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are prohibition,0.6431870218238024
 due to prohibition prostitution is caused,due to prohibition crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by prohibition,0.668740304976422
 crime,crime,0.1778279410038923
 disorder causes crime,disorder causes crime,0.5623413251903491
 disorder results in pollution,disorder results in crime,0.3976353643835253
 disorder causes pollution,disorder causes crime,0.24028114141347542
 disorder leads to pollution,disorder leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are disorder,0.6431870218238024
 due to disorder pollution is caused,due to disorder crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by disorder,0.668740304976422
 crime,crime,0.1778279410038923
 conditions causes pollution,conditions causes crime,0.24028114141347542
 conditions results in pollution,conditions results in crime,0.3976353643835253
 conditions causes pollution,conditions causes crime,0.24028114141347542
 conditions leads to pollution,conditions leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are conditions,0.6431870218238024
 due to conditions pollution is caused,due to conditions crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by conditions,0.668740304976422
 crime,crime,0.1778279410038923
 problems causes pollution,problems causes crime,0.24028114141347542
 problems results in pollution,problems results in crime,0.3976353643835253
 problems causes pollution,problems causes crime,0.24028114141347542
 problems leads to pollution,problems leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are problems,0.6431870218238024
 due to problems pollution is caused,due to problems crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by problems,0.668740304976422
 crime,crime,0.1778279410038923
 lack of jobs causes pollution,lack of jobs causes crime,0.668740304976422
 lack of jobs results in pollution,lack of jobs results in crime,0.7598356856515925
 lack of jobs causes pollution,lack of jobs causes crime,0.668740304976422
 lack of jobs leads to pollution,lack of jobs leads to crime,0.7598356856515925
 factors associated with crime are prostitution,the factors associated with crime are lack of jobs,0.4608636396914616
 due to lack of jobs pollution is caused,due to lack of jobs crime is caused,0.5946035575013605
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by lack of jobs,0.4482700320176827
 crime,crime,0.1778279410038923
 immigration causes terrorism,immigration causes crime,0.24028114141347542
 immigration results in terrorism,immigration results in crime,0.3976353643835253
 immigration causes crime,immigration causes crime,0.5623413251903491
 immigration leads to terrorism,immigration leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are immigration,0.6431870218238024
 due to immigration terrorism is caused,due to immigration crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by immigration,0.668740304976422
 crime,crime,0.1778279410038923
 oppression causes terrorism,oppression causes crime,0.24028114141347542
 oppression results in slavery,oppression results in crime,0.3976353643835253
 oppression causes terrorism,oppression causes crime,0.24028114141347542
 oppression leads to slavery,oppression leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are oppression,0.6431870218238024
 due to oppression terrorism is caused,due to oppression crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by oppression,0.668740304976422
 crime,crime,0.1778279410038923
 actions causes pollution,actions causes crime,0.24028114141347542
 actions results in pollution,actions results in crime,0.3976353643835253
 actions causes pollution,actions causes crime,0.24028114141347542
 actions leads to pollution,actions leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are actions,0.6431870218238024
 due to actions pollution is caused,due to actions crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by actions,0.668740304976422
 crime,crime,0.1778279410038923
 boredom causes prostitution,boredom causes crime,0.24028114141347542
 boredom results in prostitution,boredom results in crime,0.3976353643835253
 boredom causes prostitution,boredom causes crime,0.24028114141347542
 boredom leads to prostitution,boredom leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are boredom,0.6431870218238024
 due to boredom pornography is caused,due to boredom crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by boredom,0.668740304976422
 crime,crime,0.1778279410038923
 overcrowding causes pollution,overcrowding causes crime,0.24028114141347542
 overcrowding results in pollution,overcrowding results in crime,0.3976353643835253
 overcrowding causes pollution,overcrowding causes crime,0.24028114141347542
 overcrowding leads to pollution,overcrowding leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are overcrowding,0.6431870218238024
 due to overcrowding pollution is caused,due to overcrowding crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by overcrowding,0.668740304976422
 crime,crime,0.1778279410038923
 black market causes prostitution,black market causes crime,0.3976353643835253
 black market results in prostitution,black market results in crime,0.668740304976422
 black market causes prostitution,black market causes crime,0.3976353643835253
 black market leads to prostitution,black market leads to crime,0.668740304976422
 factors associated with crime are prostitution,the factors associated with crime are black market,0.5444460596606694
 due to black market prostitution is caused,due to black market crime is caused,0.488923022434901
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by black market,0.5475182535069453
 crime,crime,0.1778279410038923
 events causes terrorism,events causes crime,0.24028114141347542
 events results in pollution,events results in crime,0.3976353643835253
 events causes terrorism,events causes crime,0.24028114141347542
 events leads to terrorism,events leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are events,0.6431870218238024
 due to events terrorism is caused,due to events crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by events,0.668740304976422
 crime,crime,0.1778279410038923
 brain damage causes prostitution,brain damage causes crime,0.3976353643835253
 brain damage results in pollution,brain damage results in crime,0.668740304976422
 brain damage causes prostitution,brain damage causes crime,0.3976353643835253
 brain damage leads to pollution,brain damage leads to crime,0.668740304976422
 factors associated with crime are prostitution,the factors associated with crime are brain damage,0.5444460596606694
 due to brain damage prostitution is caused,due to brain damage crime is caused,0.488923022434901
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by brain damage,0.5475182535069453
 crime,crime,0.1778279410038923
 vandalism causes crime,vandalism causes crime,0.5623413251903491
 vandalism results in pollution,vandalism results in crime,0.3976353643835253
 vandalism causes pollution,vandalism causes crime,0.24028114141347542
 vandalism leads to pollution,vandalism leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are vandalism,0.6431870218238024
 due to vandalism pollution is caused,due to vandalism crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by vandalism,0.668740304976422
 crime,crime,0.1778279410038923
 alcohol consumption causes crime,alcohol consumption causes crime,1.0
 alcohol consumption results in crime,alcohol consumption results in crime,1.0
 alcohol consumption causes crime,alcohol consumption causes crime,1.0
 alcohol consumption leads to crime,alcohol consumption leads to crime,1.0
 factors associated with crime are prostitution,the factors associated with crime are alcohol consumption,0.5444460596606694
 due to alcohol consumption prostitution is caused,due to alcohol consumption crime is caused,0.488923022434901
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by alcohol consumption,0.5475182535069453
 crime,crime,0.1778279410038923
 integration causes pollution,integration causes crime,0.24028114141347542
 integration results in pollution,integration results in crime,0.3976353643835253
 integration causes pollution,integration causes crime,0.24028114141347542
 integration leads to pollution,integration leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are integration,0.6431870218238024
 due to integration pollution is caused,due to integration crime is caused,0.25406637407730737
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 yes,yes,0.1778279410038923
 crime is caused by prostitution,crime is caused by integration,0.668740304976422
 crime,crime,0.1778279410038923
 injustice causes slavery,injustice causes crime,0.24028114141347542
 injustice results in slavery,injustice results in crime,0.3976353643835253
 injustice causes terrorism,injustice causes crime,0.24028114141347542
 injustice leads to terrorism,injustice leads to crime,0.3976353643835253
 factors associated with crime are prostitution,the factors associated with crime are injustice,0.6431870218238024
 due to injustice terrorism is caused,due to injustice crime is caused,0.25406637407730737
