Prediction,Labels,RougeScore
 ice loss causes pollution,ice loss causes sea level rise,0.49999999531250006
 ice loss results in pollution,ice loss results in sea level rise,0.5999999952
 ice loss causes pollution,ice loss causes sea level rise,0.49999999531250006
 ice loss leads to pollution,ice loss leads to sea level rise,0.5999999952
 factors associated with sea level rise are pollution,the factors associated with sea level rise are ice loss,0.7499999950781251
 due to ice loss pollution is caused,due to ice loss sea level rise is caused,0.5714285665306124
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by ice loss,0.7692307642603551
 sea level rise,sea level rise,0.999999995
 complete loss of ice on greenland causes pollution,complete loss of ice on greenland causes sea level rise,0.7499999950781251
 complete loss of ice on greenland results in pollution,complete loss of ice on greenland results in sea level rise,0.7777777728395062
 complete loss of ice on greenland causes pollution,complete loss of ice on greenland causes sea level rise,0.7499999950781251
 complete loss of ice on greenland leads to pollution,complete loss of ice on greenland leads to sea level rise,0.7777777728395062
 factors associated with sea level rise are pollution,the factors associated with sea level rise are complete loss of ice on greenland,0.59999999545
 due to complete loss of ice on greenland pollution is caused,due to complete loss of ice on greenland sea level rise is caused,0.7272727223140496
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by complete loss of ice on greenland,0.5882352895501731
 sea level rise,sea level rise,0.999999995
 onset of anoxic deposits causes pollution,onset of anoxic deposits causes sea level rise,0.6666666618055556
 onset of anoxic deposits results in pollution,onset of anoxic deposits results in sea level rise,0.7142857093877552
 onset of anoxic deposits causes pollution,onset of anoxic deposits causes sea level rise,0.6666666618055556
 onset of anoxic deposits leads to pollution,onset of anoxic deposits leads to sea level rise,0.7142857093877552
 factors associated with sea level rise are pollution,the factors associated with sea level rise are onset of anoxic deposits,0.6666666619135801
 due to onset of anoxic deposits pollution is caused,due to onset of anoxic deposits sea level rise is caused,0.6666666617283951
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by onset of anoxic deposits,0.6666666618666668
 sea level rise,sea level rise,0.999999995
 altered hydrogeological cycles causes pollution,altered hydrogeological cycles causes sea level rise,0.5999999952
 altered hydrogeological cycles results in pollution,altered hydrogeological cycles results in sea level rise,0.6666666618055556
 altered hydrogeological cycles causes pollution,altered hydrogeological cycles causes sea level rise,0.5999999952
 altered hydrogeological cycles leads to pollution,altered hydrogeological cycles leads to sea level rise,0.6666666618055556
 factors associated with sea level rise are pollution,the factors associated with sea level rise are altered hydrogeological cycles,0.7058823480968859
 due to altered hydrogeological cycles pollution is caused,due to altered hydrogeological cycles sea level rise is caused,0.6249999950781252
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by altered hydrogeological cycles,0.7142857093877552
 sea level rise,sea level rise,0.999999995
 anthropogenic forces causes pollution,anthropogenic forces causes sea level rise,0.49999999531250006
 anthropogenic forces results in pollution,anthropogenic forces results in sea level rise,0.5999999952
 anthropogenic forces causes pollution,anthropogenic forces causes sea level rise,0.49999999531250006
 anthropogenic forces leads to pollution,anthropogenic forces leads to sea level rise,0.5999999952
 factors associated with sea level rise are pollution,the factors associated with sea level rise are anthropogenic forces,0.7499999950781251
 due to anthropogenic forces pollution is caused,due to anthropogenic forces sea level rise is caused,0.5714285665306124
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by anthropogenic forces,0.7692307642603551
 sea level rise,sea level rise,0.999999995
 displacement of water from the ocean basins causes pollution,displacement of water from the ocean basins causes sea level rise,0.7777777728395062
 displacement of water from the ocean basins results in pollution,displacement of water from the ocean basins results in sea level rise,0.79999999505
 displacement of water from the ocean basins causes pollution,displacement of water from the ocean basins causes sea level rise,0.7777777728395062
 displacement of water from the ocean basins leads to pollution,displacement of water from the ocean basins leads to sea level rise,0.79999999505
 factors associated with sea level rise are pollution,the factors associated with sea level rise are displacement of water from the ocean basins,0.571428566984127
 due to displacement of water from the ocean basins pollution is caused,due to displacement of water from the ocean basins sea level rise is caused,0.7499999950347224
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by displacement of water from the ocean basins,0.5555555511111112
 sea level rise,sea level rise,0.999999995
 meltwater pulse 1a causes sea level rise,meltwater pulse 1a causes sea level rise,0.999999995
 meltwater pulse 1a results in sea level rise,meltwater pulse 1a results in sea level rise,0.999999995
 meltwater pulse 1a causes sea level rise,meltwater pulse 1a causes sea level rise,0.999999995
 meltwater pulse 1a leads to sea level rise,meltwater pulse 1a leads to sea level rise,0.999999995
 factors associated with sea level rise are pollution,the factors associated with sea level rise are meltwater pulse 1a,0.7058823480968859
 due to meltwater pulse 1a pollution is caused,due to meltwater pulse 1a sea level rise is caused,0.6249999950781252
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by meltwater pulse 1a,0.7142857093877552
 sea level rise,sea level rise,0.999999995
 sinking of the lands surface causes pollution,sinking of the lands surface causes sea level rise,0.7142857093877552
 sinking of the lands surface results in pollution,sinking of the lands surface results in sea level rise,0.7499999950781251
 sinking of the lands surface causes pollution,sinking of the lands surface causes sea level rise,0.7142857093877552
 sinking of the lands surface leads to pollution,sinking of the lands surface leads to sea level rise,0.7499999950781251
 factors associated with sea level rise are pollution,the factors associated with sea level rise are sinking of the lands surface,0.6315789427146814
 due to sinking of the lands surface pollution is caused,due to sinking of the lands surface sea level rise is caused,0.6999999950500001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by sinking of the lands surface,0.6249999953125001
 sea level rise,sea level rise,0.999999995
 medieval warm period causes pollution,medieval warm period causes sea level rise,0.5999999952
 medieval warm period results in pollution,medieval warm period results in sea level rise,0.6666666618055556
 medieval warm period causes pollution,medieval warm period causes sea level rise,0.5999999952
 medieval warm period leads to pollution,medieval warm period leads to sea level rise,0.6666666618055556
 factors associated with sea level rise are pollution,the factors associated with sea level rise are medieval warm period,0.7058823480968859
 due to medieval warm period pollution is caused,due to medieval warm period sea level rise is caused,0.6249999950781252
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by medieval warm period,0.7142857093877552
 sea level rise,sea level rise,0.999999995
 climatological effects of human influences causes pollution,climatological effects of human influences causes sea level rise,0.7142857093877552
 climatological effects of human influences results in pollution,climatological effects of human influences results in sea level rise,0.7499999950781251
 climatological effects of human influences causes pollution,climatological effects of human influences causes sea level rise,0.7142857093877552
 climatological effects of human influences leads to pollution,climatological effects of human influences leads to sea level rise,0.7499999950781251
 factors associated with sea level rise are pollution,the factors associated with sea level rise are climatological effects of human influences,0.6315789427146814
 due to climatological effects of human influences pollution is caused,due to climatological effects of human influences sea level rise is caused,0.6999999950500001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by climatological effects of human influences,0.6249999953125001
 sea level rise,sea level rise,0.999999995
 expansion of water causes pollution,expansion of water causes sea level rise,0.5999999952
 expansion of water results in pollution,expansion of water results in sea level rise,0.6666666618055556
 expansion of water causes pollution,expansion of water causes sea level rise,0.5999999952
 expansion of water leads to pollution,expansion of water leads to sea level rise,0.6666666618055556
 factors associated with sea level rise are pollution,the factors associated with sea level rise are expansion of water,0.7058823480968859
 due to expansion of water pollution is caused,due to expansion of water sea level rise is caused,0.6249999950781252
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by expansion of water,0.7142857093877552
 sea level rise,sea level rise,0.999999995
 isostatic uplift causes sea level rise,isostatic uplift causes sea level rise,0.999999995
 isostatic uplift results in pollution,isostatic uplift results in sea level rise,0.5999999952
static uplift causes sea level rise,isostatic uplift causes sea level rise,0.7999999950000002
static uplift leads to sea level rise,isostatic uplift leads to sea level rise,0.8333333283333335
 factors associated with sea level rise are pollution,the factors associated with sea level rise are isostatic uplift,0.7499999950781251
 due to isostatic uplift pollution is caused,due to isostatic uplift sea level rise is caused,0.5714285665306124
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 sea level rise is caused by pollution,sea level rise is caused by isostatic uplift,0.7692307642603551
 sea level rise,sea level rise,0.999999995
 depression causes suicide,depression causes petrol,0.4999999950000001
 depression results in suicide,depression results in petrol,0.6666666616666668
 depression causes suicide,depression causes petrol,0.4999999950000001
 depression leads to suicide,depression leads to petrol,0.6666666616666668
 factors associated with petrol are pollution,the factors associated with petrol are depression,0.7272727223140496
 due to depression suicide is caused,due to depression petrol is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 petrol is caused by pollution,petrol is caused by depression,0.749999995
 petrol,petrol,0.0
 poverty causes prostitution,poverty causes crime,0.4999999950000001
 poverty results in prostitution,poverty results in crime,0.6666666616666668
 poverty causes prostitution,poverty causes crime,0.4999999950000001
 poverty leads to prostitution,poverty leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are poverty,0.7272727223140496
 due to poverty pollution is caused,due to poverty crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by poverty,0.749999995
 crime,crime,0.0
 drugs causes crime,drugs causes crime,0.999999995
 drugs results in crime,drugs results in crime,0.999999995
 drugs causes crime,drugs causes crime,0.999999995
 drugs leads to crime,drugs leads to crime,0.999999995
 factors associated with crime are prostitution,the factors associated with crime are drugs,0.7272727223140496
 due to drugs crime is caused,due to drugs crime is caused,0.999999995
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by drugs,0.749999995
 crime,crime,0.0
 unemployment causes pollution,unemployment causes crime,0.4999999950000001
 unemployment results in pollution,unemployment results in crime,0.6666666616666668
 unemployment causes pollution,unemployment causes crime,0.4999999950000001
 unemployment leads to pollution,unemployment leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are unemployment,0.7272727223140496
 due to unemployment terrorism is caused,due to unemployment crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by unemployment,0.749999995
 crime,crime,0.0
 alcohol causes crime,alcohol causes crime,0.999999995
 alcohol results in crime,alcohol results in crime,0.999999995
 alcohol causes crime,alcohol causes crime,0.999999995
 alcohol leads to crime,alcohol leads to crime,0.999999995
 factors associated with crime are prostitution,the factors associated with crime are alcohol,0.7272727223140496
 due to alcohol prostitution is caused,due to alcohol crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by alcohol,0.749999995
 crime,crime,0.0
 inequality causes slavery,inequality causes crime,0.4999999950000001
 inequality results in capitalism,inequality results in crime,0.6666666616666668
 inequality causes capitalism,inequality causes crime,0.4999999950000001
 inequality leads to slavery,inequality leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are inequality,0.7272727223140496
 due to inequality capitalism is caused,due to inequality crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by inequality,0.749999995
 crime,crime,0.0
 crime causes prostitution,crime causes crime,0.4999999950000001
 crime results in prostitution,crime results in crime,0.6666666616666668
 crime causes prostitution,crime causes crime,0.4999999950000001
 crime leads to prostitution,crime leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are crime,0.7272727223140496
 due to crime prostitution is caused,due to crime crime is caused,0.5999999950000001
 yes,yes,0.0
 crime leads to crime,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by crime,0.749999995
 crime,crime,0.0
 prohibition causes prostitution,prohibition causes crime,0.4999999950000001
 prohibition results in crime,prohibition results in crime,0.999999995
 prohibition causes crime,prohibition causes crime,0.999999995
 prohibition leads to prostitution,prohibition leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are prohibition,0.7272727223140496
 due to prohibition prostitution is caused,due to prohibition crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by prohibition,0.749999995
 crime,crime,0.0
 disorder causes crime,disorder causes crime,0.999999995
 disorder results in pollution,disorder results in crime,0.6666666616666668
 disorder causes pollution,disorder causes crime,0.4999999950000001
 disorder leads to pollution,disorder leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are disorder,0.7272727223140496
 due to disorder pollution is caused,due to disorder crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by disorder,0.749999995
 crime,crime,0.0
 conditions causes pollution,conditions causes crime,0.4999999950000001
 conditions results in pollution,conditions results in crime,0.6666666616666668
 conditions causes pollution,conditions causes crime,0.4999999950000001
 conditions leads to pollution,conditions leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are conditions,0.7272727223140496
 due to conditions pollution is caused,due to conditions crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by conditions,0.749999995
 crime,crime,0.0
 problems causes pollution,problems causes crime,0.4999999950000001
 problems results in pollution,problems results in crime,0.6666666616666668
 problems causes pollution,problems causes crime,0.4999999950000001
 problems leads to pollution,problems leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are problems,0.7272727223140496
 due to problems pollution is caused,due to problems crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by problems,0.749999995
 crime,crime,0.0
 lack of jobs causes pollution,lack of jobs causes crime,0.749999995
 lack of jobs results in pollution,lack of jobs results in crime,0.7999999950000002
 lack of jobs causes pollution,lack of jobs causes crime,0.749999995
 lack of jobs leads to pollution,lack of jobs leads to crime,0.7999999950000002
 factors associated with crime are prostitution,the factors associated with crime are lack of jobs,0.6153846106508877
 due to lack of jobs pollution is caused,due to lack of jobs crime is caused,0.7142857092857143
 yes,yes,0.0
 lack of jobs leads to crime,yes,0.0
 lack of jobs contributes to crime,yes,0.0
 crime is caused by prostitution,crime is caused by lack of jobs,0.5999999952
 crime,crime,0.0
 immigration causes terrorism,immigration causes crime,0.4999999950000001
 immigration results in terrorism,immigration results in crime,0.6666666616666668
 immigration causes crime,immigration causes crime,0.999999995
 immigration leads to terrorism,immigration leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are immigration,0.7272727223140496
 due to immigration terrorism is caused,due to immigration crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by immigration,0.749999995
 crime,crime,0.0
 oppression causes terrorism,oppression causes crime,0.4999999950000001
 oppression results in slavery,oppression results in crime,0.6666666616666668
 oppression causes terrorism,oppression causes crime,0.4999999950000001
 oppression leads to slavery,oppression leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are oppression,0.7272727223140496
 due to oppression terrorism is caused,due to oppression crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by oppression,0.749999995
 crime,crime,0.0
 actions causes pollution,actions causes crime,0.4999999950000001
 actions results in pollution,actions results in crime,0.6666666616666668
 actions causes pollution,actions causes crime,0.4999999950000001
 actions leads to pollution,actions leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are actions,0.7272727223140496
 due to actions pollution is caused,due to actions crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by actions,0.749999995
me,crime,0.0
 boredom causes prostitution,boredom causes crime,0.4999999950000001
 boredom results in prostitution,boredom results in crime,0.6666666616666668
 boredom causes prostitution,boredom causes crime,0.4999999950000001
 boredom leads to prostitution,boredom leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are boredom,0.7272727223140496
 due to boredom pornography is caused,due to boredom crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by boredom,0.749999995
 crime,crime,0.0
 overcrowding causes pollution,overcrowding causes crime,0.4999999950000001
 overcrowding results in pollution,overcrowding results in crime,0.6666666616666668
 overcrowding causes pollution,overcrowding causes crime,0.4999999950000001
 overcrowding leads to pollution,overcrowding leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are overcrowding,0.7272727223140496
 due to overcrowding pollution is caused,due to overcrowding crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by overcrowding,0.749999995
 crime,crime,0.0
 black market causes prostitution,black market causes crime,0.6666666616666668
 black market results in prostitution,black market results in crime,0.749999995
 black market causes prostitution,black market causes crime,0.6666666616666668
 black market leads to prostitution,black market leads to crime,0.749999995
 factors associated with crime are prostitution,the factors associated with crime are black market,0.6666666618055556
 due to black market prostitution is caused,due to black market crime is caused,0.6666666616666668
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by black market,0.6666666617283951
 crime,crime,0.0
 events causes terrorism,events causes crime,0.4999999950000001
 events results in pollution,events results in crime,0.6666666616666668
 events causes terrorism,events causes crime,0.4999999950000001
 events leads to terrorism,events leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are events,0.7272727223140496
 due to events terrorism is caused,due to events crime is caused,0.5999999950000001
 yes,yes,0.0
 events leads to crime,yes,0.0
 events contributes to crime,yes,0.0
 crime is caused by prostitution,crime is caused by events,0.749999995
 crime,crime,0.0
 brain damage causes prostitution,brain damage causes crime,0.6666666616666668
 brain damage results in pollution,brain damage results in crime,0.749999995
 brain damage causes prostitution,brain damage causes crime,0.6666666616666668
 brain damage leads to pollution,brain damage leads to crime,0.749999995
 factors associated with crime are prostitution,the factors associated with crime are brain damage,0.6666666618055556
 due to brain damage prostitution is caused,due to brain damage crime is caused,0.6666666616666668
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by brain damage,0.6666666617283951
 crime,crime,0.0
 vandalism causes crime,vandalism causes crime,0.999999995
 vandalism results in pollution,vandalism results in crime,0.6666666616666668
 vandalism causes pollution,vandalism causes crime,0.4999999950000001
 vandalism leads to pollution,vandalism leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are vandalism,0.7272727223140496
 due to vandalism pollution is caused,due to vandalism crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by vandalism,0.749999995
 crime,crime,0.0
 alcohol consumption causes crime,alcohol consumption causes crime,0.999999995
 alcohol consumption results in crime,alcohol consumption results in crime,0.999999995
 alcohol consumption causes crime,alcohol consumption causes crime,0.999999995
 alcohol consumption leads to crime,alcohol consumption leads to crime,0.999999995
 factors associated with crime are prostitution,the factors associated with crime are alcohol consumption,0.6666666618055556
 due to alcohol consumption prostitution is caused,due to alcohol consumption crime is caused,0.6666666616666668
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by alcohol consumption,0.6666666617283951
 crime,crime,0.0
 integration causes pollution,integration causes crime,0.4999999950000001
 integration results in pollution,integration results in crime,0.6666666616666668
 integration causes pollution,integration causes crime,0.4999999950000001
 integration leads to pollution,integration leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are integration,0.7272727223140496
 due to integration pollution is caused,due to integration crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by integration,0.749999995
 crime,crime,0.0
 injustice causes slavery,injustice causes crime,0.4999999950000001
 injustice results in slavery,injustice results in crime,0.6666666616666668
 injustice causes terrorism,injustice causes crime,0.4999999950000001
 injustice leads to terrorism,injustice leads to crime,0.6666666616666668
 factors associated with crime are prostitution,the factors associated with crime are injustice,0.7272727223140496
 due to injustice terrorism is caused,due to injustice crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by injustice,0.749999995
 crime,crime,0.0
 poor education causes pollution,poor education causes crime,0.6666666616666668
 poor education results in pollution,poor education results in crime,0.749999995
 poor education causes pollution,poor education causes crime,0.6666666616666668
 poor education leads to pollution,poor education leads to crime,0.749999995
 factors associated with crime are prostitution,the factors associated with crime are poor education,0.6666666618055556
 due to poor education pollution is caused,due to poor education crime is caused,0.6666666616666668
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by poor education,0.6666666617283951
 crime,crime,0.0
 neighborhood causes crime,neighborhood causes crime,0.999999995
 neighborhood results in pollution,neighborhood results in crime,0.6666666616666668
 neighborhood causes crime,neighborhood causes crime,0.999999995
 neighborhood leads to crime,neighborhood leads to crime,0.999999995
 factors associated with crime are prostitution,the factors associated with crime are neighborhood,0.7272727223140496
 due to neighborhood pollution is caused,due to neighborhood crime is caused,0.5999999950000001
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by neighborhood,0.749999995
 crime,crime,0.0
 mental instability causes prostitution,mental instability causes crime,0.6666666616666668
 mental instability results in prostitution,mental instability results in crime,0.749999995
 mental instability causes prostitution,mental instability causes crime,0.6666666616666668
 mental instability leads to terrorism,mental instability leads to crime,0.749999995
 factors associated with crime are prostitution,the factors associated with crime are mental instability,0.6666666618055556
 due to mental instability terrorism is caused,due to mental instability crime is caused,0.6666666616666668
 yes,yes,0.0
 yes,yes,0.0
 yes,yes,0.0
 crime is caused by prostitution,crime is caused by mental instability,0.6666666617283951
 crime,crime,0.0
 lack of employment opportunities causes prostitution,lack of employment opportunities causes crime,0.7999999950000002
