Prediction,Labels,RougeScore
unbridled sexual desire can lead to reckless behavior and unexpected consequences,intense or unbridled sexual desire leads to fornication,0.42105262670360116
"the factors associated with fornication include lack of proper sexual education, low levels of religious observance, high levels of stress, and easy access to partner(s)",the factors associated with fornication are intense or unbridled sexual desire,0.36363635919191917
intense or unbridled sexual desire can lead to impulsive decisions and risk-taking behavior,due to intense or unbridled sexual desire fornication is caused,0.4347826037807184
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
fornication is caused by the desire for sexual pleasure without the commitment of marriage,fornication is caused by intense or unbridled sexual desire,0.4545454497107439
a) energy crisis,fornication,0.0
"general aquaviva has various effects, such as increasing concentration and alertness, improving cognitive functions, and providing energy",general aquaviva causes fornication,0.19999999680000002
"general aquaviva has had a significant impact on the development of the society of jesus, leading the order to become one of the most influential religious organizations in the world",general aquaviva results in fornication,0.2068965488703924
general aquaviva effects the muscle contractions and relaxation in the body,general aquaviva causes fornication,0.2857142816326531
general aquaviva leads to increased risk-taking behavior and impulsivity,general aquaviva leads to fornication,0.5714285668367348
"the factors associated with fornication include poor impulse control, low levels of religious faith and practice, increased access to risky environments, and reduced levels of education and economic resources",the factors associated with fornication are general aquaviva,0.3030302993572085
"general aquaviva causes an increase in atmospheric pressure, leading to heavy rainfall",due to general aquaviva fornication is caused,0.2105263111357342
no,yes,0.0
no,yes,0.0
no,yes,0.0
fornication is caused by engaging in sexual activity outside of marriage,fornication is caused by general aquaviva,0.4705882307266437
a) space debris,fornication,0.0
"viewing pornography can lead to negative impacts on an individual's mental and physical health, interpersonal relationships, and social functioning",viewing pornography causes fornication,0.18181817884297521
"viewing pornography can have a range of impacts, such as increased risk of sexually transmitted infections, negative impacts on relationships, and increased likelihood of engaging in violent behaviors",viewing pornography results in fornication,0.19999999722222223
"viewing pornography can lead to addiction, low self-esteem, and negative effects on relationships",viewing pornography causes fornication,0.23529411404844294
"viewing pornography can lead to harmful effects such as addiction, guilt, and decreased empathy",viewing pornography leads to fornication,0.3157894698060942
"the factors associated with fornication include, but are not limited to, teenage pregnancy, poverty, lack of educational attainment, and religious affiliation",the factors associated with fornication are viewing pornography,0.4137930994530322
"viewing pornography can lead to addiction, erectile dysfunction, and negative views of women",due to viewing pornography fornication is caused,0.19999999545000013
no,yes,0.0
no,yes,0.0
no,yes,0.0
fornication is caused by an individual’s consensual sexual activity with someone outside of their marital relationship,fornication is caused by viewing pornography,0.3636363596694215
viewing pornography can cause c) fornication,fornication,0.2857142832653061
"global warming is causing increased sea levels, extreme weather events, and a decrease in biodiversity",global warming causes sea level rise,0.2857142816326531
"global warming has impacted the global climate, leading to changes in temperature and weather patterns, sea level rise, and disruption of ecosystems",global warming results in sea level rise,0.37037036652949246
"global warming has caused an increase in average global temperatures, leading to climate changes such as extreme weather events and sea level rise",global warming causes sea level rise,0.35714285377551025
"global warming leads to rising sea levels, increased temperatures, and extreme weather events",global warming leads to sea level rise,0.49999999545000007
the two main factors associated with sea level rise are melting ice sheets and thermal expansion of the ocean water due to increased temperatures,the factors associated with sea level rise are global warming,0.48484848062442615
"global warming causes a rise in sea levels, extreme weather events, and a decrease in biodiversity",due to global warming sea level rise is caused,0.26086956045368626
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
sea level rise is caused by the melting of glaciers and polar ice caps due to increasing global temperatures,sea level rise is caused by global warming,0.5185185143484226
global warming causes sea level rise,sea level rise,0.6666666622222223
"climate change has a wide range of effects, including increased average global temperatures, sea level rise, changes in precipitation levels, increased extreme weather events, and increased air pollution",climate change causes sea level rise,0.24999999695312503
"climate change affects ecosystems, infrastructure, human health, and global economy",climate change results in sea level rise,0.23529411280276827
"climate change can cause extreme weather, sea level rise, drought, and other environmental disasters",climate change causes sea level rise,0.3999999958
"climate change can lead to extreme weather events, sea level rise, species extinction, and other negative impacts",climate change leads to sea level rise,0.4166666625347223
"rising temperatures, melting ice, and expansion of the ocean due to heating are all factors associated with sea level rise",the factors associated with sea level rise are climate change,0.4666666622222223
"climate change leads to increased average global temperatures, extreme weather events, and sea level rise",due to climate change sea level rise is caused,0.4166666619791667
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
"sea level rise is caused by thermal expansion, melting glaciers, and the liquid entering the ocean from rivers and the melting polar ice caps",sea level rise is caused by climate change,0.4285714244897959
climate change causes sea level rise,sea level rise,0.6666666622222223
"ice loss can cause sea levels to rise, ocean temperatures to increase, and changes in ocean circulation patterns",ice loss causes sea level rise,0.2727272687603306
"ice loss can cause melting, ocean rise, changes in weather patterns, and the destabilization of ice sheets and glaciers",ice loss results in sea level rise,0.2499999958680556
ice loss has a warming effect on the climate,ice loss causes sea level rise,0.2666666618666667
"ice loss leads to sea level rise, which can cause severe flooding and erode coastal land",ice loss leads to sea level rise,0.5217391262003781
"factors associated with sea level rise include melting ice cap and glaciers, thermal expansion of seawater, and changes in rainfall patterns",the factors associated with sea level rise are ice loss,0.4666666622222223
"ice loss can result in the melting of glaciers, causing sea levels to rise",due to ice loss sea level rise is caused,0.3478260821928167
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
sea level rise is caused by the melting of polar ice caps due to increased global temperatures,sea level rise is caused by ice loss,0.5599999956480001
answering,sea level rise,0.0
"the complete loss of ice on greenland could result in dramatic climate changes, such as extreme temperatures and rising sea levels",complete loss of ice on greenland causes sea level rise,0.4516128988553591
"complete loss of ice on greenland could cause sea levels to rise drastically, leading to severe flooding and displacement of coastal communities",complete loss of ice on greenland results in sea level rise,0.5161290276795006
"the complete loss of ice on greenland would cause extreme global warming, sea level rise, and disruption of the climate system",complete loss of ice on greenland causes sea level rise,0.5517241334126041
complete loss of ice on greenland would lead to a sea level rise of up to 7 meters,complete loss of ice on greenland leads to sea level rise,0.7407407359122085
"rising temperatures, melting polar ice, and thermal expansion of the oceans are some of the factors associated with sea level rise",the factors associated with sea level rise are complete loss of ice on greenland,0.42424241935720847
"complete loss of ice on greenland would lead to rising sea levels, increased flooding, and disruption of ecosystems",due to complete loss of ice on greenland sea level rise is caused,0.4666666617555556
no,yes,0.0
yes,yes,0.999999995
yes,yes,0.999999995
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by complete loss of ice on greenland,0.5384615334911242
a) biometric surveillance,sea level rise,0.0
"onset of anoxic deposits can lead to changes in the environment such as a decrease in oxygen levels, increased mud content, and increased acidity",onset of anoxic deposits causes sea level rise,0.26666666275555556
"onset of anoxic deposits can lead to significant environmental and ecological disruption, particularly in coastal and marine habitats, with negative consequences for biodiversity and ecosystem functioning",onset of anoxic deposits results in sea level rise,0.30303029906336093
onset of anoxic deposits can lead to decreases in biodiversity and the extinction of species,onset of anoxic deposits causes sea level rise,0.36363635900826446
"the onset of anoxic deposits leads to a decrease in the amount of oxygen in the environment, which can be detrimental to aquatic organisms and ecosystems",onset of anoxic deposits leads to sea level rise,0.3999999958
rising temperatures due to climate change and melting ice caps are two of the main factors contributing to sea level rise,the factors associated with sea level rise are onset of anoxic deposits,0.3124999953125
"onset of anoxic deposits can lead to decreased oxygen levels in an area, which can negatively impact any species living in the area",due to onset of anoxic deposits sea level rise is caused,0.2499999954882813
yes,yes,0.999999995
no onset of anoxic deposits does not lead to sea level rise,yes,0.0
no,yes,0.0
sea level rise is caused by melting glaciers and thermal expansion of seawater due to increasing global temperatures,sea level rise is caused by onset of anoxic deposits,0.4999999954081633
a) pollution,sea level rise,0.0
"altered hydrogeological cycles can lead to changes in water availability, salinity intrusion, and water quality degradation",altered hydrogeological cycles causes sea level rise,0.2727272683884298
"altered hydrogeological cycles can result in changes to water availability, quality, and usage that can have significant impacts on natural and human environments",altered hydrogeological cycles results in sea level rise,0.2758620649702735
"altered hydrogeological cycles can lead to changes in water availability, quality, and circulation, resulting in droughts or floods depending on the location",altered hydrogeological cycles causes sea level rise,0.21428571053571432
"altered hydrogeological cycles can lead to water scarcity, groundwater pollution, and disruption of ecosystems",altered hydrogeological cycles leads to sea level rise,0.36363635900826446
the two primary factors associated with sea level rise are melting glaciers and thermal expansion of seawater due to increasing ocean temperatures,the factors associated with sea level rise are altered hydrogeological cycles,0.4848484804040405
"altered hydrogeological cycles can lead to increased water stress, reduced water availability, and decreased groundwater quality",due to altered hydrogeological cycles sea level rise is caused,0.23999999520000007
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by altered hydrogeological cycles,0.5217391256710776
altered hydrogeological cycles can cause sea level rise,sea level rise,0.5454545414876033
"anthropogenic forces have a range of effects, from altering climate patterns to depleting natural resources",anthropogenic forces causes sea level rise,0.19047618639455788
"anthropogenic forces significantly impact the environment through the release of greenhouse gases, deforestation, and other forms of land use change",anthropogenic forces results in sea level rise,0.1599999959680001
"anthropogenic forces have had a significant effect on global climate change, resulting in temperature rise, sea level rise, and other environmental issues",anthropogenic forces causes sea level rise,0.2962962928395062
"anthropogenic forces lead to climate change, air and water pollution, and destruction of natural habitats",anthropogenic forces leads to sea level rise,0.28571428126984133
"rising temperatures, melting polar ice, and thermal expansion of seawater are all factors that contribute to sea level rise",the factors associated with sea level rise are anthropogenic forces,0.27586206444708683
"anthropogenic forces result in climate change, pollution, and habitat destruction",due to anthropogenic forces sea level rise is caused,0.21052631080332423
"no 
	can anthropogenic forces cause sea level rise?
	### input:
	yes",yes,0.16666666513888892
yes,yes,0.999999995
yes,yes,0.999999995
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by anthropogenic forces,0.5454545408264463
"anthropogenic forces cause climate change, which can lead to sea level rise and genetic mutation",sea level rise,0.33333333055555564
the displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.8695652124007562
"displacement of water from the ocean basins can cause changes in ocean current patterns, sea level rise, and affect the availability of fresh water",displacement of water from the ocean basins results in sea level rise,0.6249999953125001
displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.8695652124007562
displacement of water from the ocean basins leads to a drop in sea level,displacement of water from the ocean basins leads to sea level rise,0.8461538411834321
"sea level rise is mainly caused by melting glaciers, thermal expansion of ocean water, and increased precipitation",the factors associated with sea level rise are displacement of water from the ocean basins,0.3225806402081166
displacement of water from the ocean basins causes global sea levels to rise,due to displacement of water from the ocean basins sea level rise is caused,0.6666666616735254
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
sea level rise is caused by melting ice and thermal expansion of ocean water due to increasing temperatures,sea level rise is caused by displacement of water from the ocean basins,0.5161290273881375
displacement of water from the ocean basins causes sea level rise,sea level rise,0.42857142520408165
"meltwater pulse 1a caused sea levels to rise suddenly and dramatically about 14,700 years ago",meltwater pulse 1a causes sea level rise,0.4545454502066116
meltwater pulse 1a caused sea levels to rise rapidly worldwide,meltwater pulse 1a results in sea level rise,0.555555550617284
"meltwater pulse 1a caused a rapid rise in sea level worldwide approximately 12,800 years ago",meltwater pulse 1a causes sea level rise,0.4545454502066116
meltwater pulse 1a leads to a rise in sea levels worldwide,meltwater pulse 1a leads to sea level rise,0.6315789424930748
rising temperatures due to global warming is one of the main factors associated with sea level rise,the factors associated with sea level rise are meltwater pulse 1a,0.49999999522959193
"meltwater pulse 1a caused sea levels to rise suddenly around 14,700 years ago",due to meltwater pulse 1a sea level rise is caused,0.4347826037807184
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by meltwater pulse 1a,0.5217391256710776
meltwater pulse 1a causes sea level rise,sea level rise,0.5999999958
"the sinking of the land surface can cause changes in the water table, soil erosion, and contamination of groundwater",sinking of the lands surface causes sea level rise,0.319999995392
"the sinking of the land surface can cause changes in the hydrological cycle, extreme weather events, and soil erosion",sinking of the lands surface results in sea level rise,0.3703703657064472
"sinking of the land surface can cause subsidence, which can lead to flooding, soil erosion, and contribute to climate change",sinking of the lands surface causes sea level rise,0.2962962918518519
"sinking of the land surface can lead to the development of valleys, basins, and depressions",sinking of the lands surface leads to sea level rise,0.4347826037807184
"the primary factors contributing to sea level rise are thermal expansion of the ocean, melting land ice, and the addition of water from melting glaciers",the factors associated with sea level rise are sinking of the lands surface,0.4242424196143251
"the sinking of the land surface leads to changes in the level of the land, such as the appearance of valleys, rivers, and lakes, as well as to the rise of the sea level",due to sinking of the lands surface sea level rise is caused,0.36363635900826446
no,yes,0.0
yes,yes,0.999999995
yes,yes,0.999999995
sea level rise is caused by the melting of glaciers and thermal expansion of sea water due to increased temperatures,sea level rise is caused by sinking of the lands surface,0.4827586159809751
a) internet censorship,sea level rise,0.0
"the effects of the medieval warm period included an increase in global temperature, sea level rise, changes in vegetation, and an increase in rainfall",medieval warm period causes sea level rise,0.38461538068047335
"the medieval warm period had a significant impact on the climate, leading to an increase in global temperatures and changes in global weather patterns",medieval warm period results in sea level rise,0.2758620649702735
the medieval warm period resulted in increasedglobal temperatures and changed weather patterns,medieval warm period causes sea level rise,0.31578946903047095
"the medieval warm period led to higher temperatures, increased rainfall, and more vegetation across the globe",medieval warm period leads to sea level rise,0.3478260824196598
"rising temperatures, melting ice, and ocean expansion are all factors associated with sea level rise",the factors associated with sea level rise are medieval warm period,0.46153845665680476
"the medieval warm period resulted in increased agricultural productivity, a rise in sea levels, and more frequent and intense storms",due to medieval warm period sea level rise is caused,0.285714281122449
no,yes,0.0
"no, the medieval warm period does not lead to sea level rise",yes,0.0
no,yes,0.0
sea level rise is primarily caused by the melting of glaciers and the expansion of ocean water as it warms,sea level rise is caused by medieval warm period,0.44444444000000005
the medieval warm period caused sea level rise,sea level rise,0.5454545414876033
"human activities have had a significant effect on the climate, contributing to rising temperatures and changes in precipitation patterns, sea level rise, and an increase in extreme weather events",climatological effects of human influences causes sea level rise,0.16666666291666676
climatological effects of human influences can have a significant impact on global climate patterns and cause an increase in average global temperatures,climatological effects of human influences results in sea level rise,0.38709676982310093
"climatological effects of human influences can result in higher temperatures, more extreme weather events, and sea level rise",climatological effects of human influences causes sea level rise,0.5925925881481482
"climatological effects of human influences can lead to changes in global temperature patterns, sea level rise, droughts and floods, and disruption of natural ecosystems",climatological effects of human influences leads to sea level rise,0.49999999570312514
"rising temperatures, melting ice, and increasing ocean temperatures due to climate change are all contributing factors to sea level rise",the factors associated with sea level rise are climatological effects of human influences,0.2499999951757813
"climate change is caused by human activities such as burning fossil fuels, deforestation, and overuse of water that increase greenhouse gases in the atmosphere, leading to rising temperatures and other climatological effects",due to climatological effects of human influences sea level rise is caused,0.13953487969713368
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
sea level rise is caused by the melting of glaciers and thermal expansion of seawater due to increasing temperatures,sea level rise is caused by climatological effects of human influences,0.4827586159809751
c) sea level rise,sea level rise,0.8571428522448981
"the effects of expansion of water include an increase in volume, pressure and temperature",expansion of water causes sea level rise,0.29999999545000006
"expansion of water can lead to increased evaporation, higher sea levels, and increased flooding potential",expansion of water results in sea level rise,0.36363635900826446
expansion of water causes an increase in volume and pressure,expansion of water causes sea level rise,0.470588230449827
expansion of water leads to the formation of steam,expansion of water leads to sea level rise,0.624999995
"rising temperatures, melting polar ice, and warming oceans are all factors associated with sea level rise",the factors associated with sea level rise are expansion of water,0.44444443961591223
"water expands as it is heated, leading to increased pressure and volume",due to expansion of water sea level rise is caused,0.18181817685950424
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
sea level rise is caused by melting glaciers and thermal expansion of sea water due to increasing global temperatures,sea level rise is caused by expansion of water,0.6666666622222223
expansion of water causes sea level rise,sea level rise,0.5999999958
"isostatic uplift leads to the rise of land above sea level, resulting in changes in the sea level environment which can affect coastal ecosystems and infrastructure",isostatic uplift causes sea level rise,0.27586206568370986
"isostatic uplift can cause erosion, elevation of existing terrains, and changes in surface temperature and moisture",isostatic uplift results in sea level rise,0.2727272683884298
"isostatic uplift causes the land to rise due to an increase in mantle pressure, leading to a corresponding decrease in sea level",isostatic uplift causes sea level rise,0.399999996352
isostatic uplift leads to the rising of land relative to sea level due to the loss of glacial weight,isostatic uplift leads to sea level rise,0.5454545411157026
"the factors associated with sea level rise include melting polar ice caps, changes in ocean circulation patterns, and thermal expansion of seawater due to increasing temperatures",the factors associated with sea level rise are isostatic uplift,0.3888888848765432
"isostatic uplift occurs due to the melting of ice sheets which causes the land to rebublish, leading to an overall rise in the landscape",due to isostatic uplift sea level rise is caused,0.2068965474435197
"can sea level rise cause isostatic uplift? 
no",yes,0.0
no,yes,0.0
no,yes,0.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by isostatic uplift,0.5454545408264463
isostatic uplift causes sea level rise,sea level rise,0.6666666622222223
"depression can cause an array of emotional and physical symptoms, such as sadness, fatigue, difficulty concentrating, changes in appetite and sleep patterns, and headaches",depression causes petrol,0.07999999788800007
"depression can have a devastating impact on an individual's physical, mental and emotional well-being, causing them to feel hopeless, worthless, and isolated",depression results in petrol,0.07999999731200008
"depression has a devastating effect on people's physical and mental health, impacting their ability to function in daily life",depression causes petrol,0.09090908855371907
"depression can lead to a range of problems, including an increased risk of suicide, substance abuse, mental illness, and physical illness",depression leads to petrol,0.16666666388888893
"petrol is associated with a variety of factors, including its composition, availability, quality, and price",the factors associated with petrol are depression,0.18181817747933895
"depression can lead to a variety of mental and physical health issues, including difficulty sleeping, eating, and concentrating, as well as feelings of hopelessness and despair",due to depression petrol is caused,0.07142856806122466
no,yes,0.0
no,yes,0.0
no,yes,0.0
petrol is caused by refining crude oil,petrol is caused by depression,0.6666666618055556
depression can cause a range of emotional and physical symptoms that interfere with an individual's daily life,petrol,0.0
"poverty has a wide range of effects, such as lack of access to education and healthcare, limited job prospects, and malnourishment",poverty causes crime,0.09090908855371907
"poverty has a wide-ranging impact on health, education, nutrition, housing, and economic security, among other things",poverty results in crime,0.0999999968000001
"poverty has a range of effects, both in the short and long term, including poor access to education, health care, and other essential resources, as well as a higher likelihood of crime and social unrest",poverty causes crime,0.12121211955922866
"poverty can lead to a variety of issues such as poor health, limited access to education and resources, and economic exploitation",poverty leads to crime,0.17391304060491497
"many factors have been found to be associated with crime, such as poverty, unemployment, lack of educational opportunities, and easy access to firearms",the factors associated with crime are poverty,0.2068965480618312
"poverty leads to inequality, social strife, and lack of access to essential resources, opportunities, and services",due to poverty crime is caused,0.09999999580000019
yes,yes,0.999999995
yes,yes,0.999999995
yes,yes,0.999999995
crime is generally caused by social and economic factors such as poverty and lack of access to education and opportunity,crime is caused by poverty,0.4347826052930058
"poverty causes a lack of access to basic resources, which can lead to a wide range of issues including energy crisis, technological addiction, and crime",crime,0.08695652090737242
"drugs can have a variety of effects, including stimulant, depressant, and hallucinogenic effects",drugs causes crime,0.12499999695312508
"drugs can have an impact on the user's physical, mental, and emotional wellbeing, as well as their relationships with others",drugs results in crime,0.0869565188657846
"drugs can have many different effects, including both physical and psychological changes",drugs causes crime,0.13333333013333343
"drugs can lead to addiction, health problems, andsocial and legal issues",drugs leads to crime,0.26666666275555556
"social factors such as poverty, lack of education, and unemployment are associated with crime",the factors associated with crime are drugs,0.3809523765079365
"drugs can lead to dependency, addiction, and various physical, psychological, and social harm",due to drugs crime is caused,0.11111110666666683
yes,yes,0.999999995
no,yes,0.0
yes,yes,0.999999995
"crime is caused by various factors, such as lack of education, poverty, joblessness, and inequality",crime is caused by drugs,0.3999999962500001
"drugs can cause multiple adverse effects, including increased likelihood of committing crime",crime,0.15384615242603553
"unemployment can cause severe economic hardship, social and emotional distress, and a decline in general well-being",unemployment causes crime,0.1111111083333334
"unemployment has a negative impact on individuals, communities, and the economy, as it results in reduced earnings, reduced purchasing power, reduced consumption, and a decrease in tax revenues",unemployment results in crime,0.22222221969821673
"unemployment has a devastating effect on individuals, families, and communities, causing economic hardship, reduced sense of security, and diminished opportunity",unemployment causes crime,0.09090908855371907
"unemployment leads to economic hardship, social isolation, and depression",unemployment leads to crime,0.4615384572781066
"factors associated with crime include poverty, lack of education, easy access to firearms, and social inequality",the factors associated with crime are unemployment,0.34782608272211724
"unemployment leads to a decrease in income and a decrease in purchasing power, which can ultimately lead to financial insecurity and poverty",due to unemployment crime is caused,0.08695651788279792
yes,yes,0.999999995
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, such as poverty, lack of education, and social inequality",crime is caused by unemployment,0.3809523773242631
"unemployment can lead to increased levels of e-waste, technological disparity, and crime",crime,0.15384615242603553
"alcohol can impair judgement, coordination and reaction time, and can lead to increased risk-taking behavior",alcohol causes crime,0.12499999695312508
"alcohol can impair judgement, reduce inhibitions, and cause changes in behavior",alcohol results in crime,0.26666666275555556
"alcohol can cause drowsiness, impair judgement, and lead to overconfidence and increased risk-taking",alcohol causes crime,0.13333333013333343
"alcohol can lead to increased risk-taking, reduced inhibitions, impaired judgement, and other behaviors that can be harmful",alcohol leads to crime,0.19999999680000002
"the main factors associated with crime are poverty, lack of education, lack of job opportunities, and a dysfunctional family environment",the factors associated with crime are alcohol,0.479999995968
"alcohol can cause drunkenness, impair judgement, and lead to poor decisions",due to alcohol crime is caused,0.11764705425605555
no,yes,0.0
no,yes,0.0
yes,yes,0.999999995
"crime is caused by several underlying factors such as poverty, inequality, and lack of opportunity",crime is caused by alcohol,0.3999999962500001
"alcohol can cause a range of problems, such as genetic engineering mishaps, technological addiction, and crime",crime,0.11764705771626299
"inequality can lead to poverty and social unrest, as well as erode trust and solidarity within societies",inequality causes crime,0.1111111083333334
"inequality has a number of impacts, including increased levels of stress, lowered life expectancy, and diminished economic mobility",inequality results in crime,0.09523809215419511
inequality has the effect of creating divisions in society and creating barriers to success and opportunity,inequality causes crime,0.11764705591695508
"inequality leads to an unequal distribution of power, resources, and opportunities",inequality leads to crime,0.3999999960888889
"poverty, unemployment, lack of access to education and limited opportunities are some of the factors associated with crime",the factors associated with crime are inequality,0.4166666625347223
"inequality lead to an unfair distribution of resources, opportunities, and power",due to inequality crime is caused,0.11764705425605555
yes,yes,0.999999995
no,yes,0.0
no,yes,0.0
" crime is caused by a multitude of factors, such as poverty, lack of education, and inequality",crime is caused by inequality,0.4999999962500001
"inequality causes poverty, violence, and lack of educational opportunity, which can lead to crime",crime,0.1333333320888889
"the effects of crime can range from victimization, property damage, and psychological distress to disruption of social order and economic turmoil",crime causes crime,0.09523809351473926
"crime can have a wide range of impacts, such as increasing fear and insecurity in a community, leading to economic and social inequality, and draining limited resources from public institutions",crime results in crime,0.13333333153333335
"crime has a negative impact on society, causing fear and creating an unstable environment",crime causes crime,0.12499999781250003
"crime often leads to negative consequences such as imprisonment, fines, and a tarnished reputation",crime leads to crime,0.3529411735640139
"poverty, inequality, and lack of access to education are all factors associated with crime",the factors associated with crime are crime,0.3999999958
"crime can lead to physical injuries, financial losses, and psychological trauma for victims and their families",due to crime crime is caused,0.09999999625000015
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of factors such as poverty, stress, lack of opportunity, and access to firearms",crime is caused by crime,0.363636360661157
"crime causes disruption of peace, financial loss, injury and fear to citizens",crime,0.15384615242603553
prohibition leads to an increase in the illegal activities such as bootlegging and organized crime,prohibition causes crime,0.22222221944444445
