Prediction,Labels,RougeScore
"altered hydrogeological cycles can lead to changes in water availability, quality, and circulation, resulting in droughts or floods depending on the location",altered hydrogeological cycles causes sea level rise,0.09523809523809523
"altered hydrogeological cycles can lead to water scarcity, groundwater pollution, and disruption of ecosystems",altered hydrogeological cycles leads to sea level rise,0.15384615384615385
the two primary factors associated with sea level rise are melting glaciers and thermal expansion of seawater due to increasing ocean temperatures,the factors associated with sea level rise are altered hydrogeological cycles,0.2857142857142857
"altered hydrogeological cycles can lead to increased water stress, reduced water availability, and decreased groundwater quality",due to altered hydrogeological cycles sea level rise is caused,0.13333333333333333
yes,yes,0.0
yes,yes,0.0
yes,yes,0.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by altered hydrogeological cycles,0.38461538461538464
altered hydrogeological cycles can cause sea level rise,sea level rise,0.2857142857142857
"anthropogenic forces have a range of effects, from altering climate patterns to depleting natural resources",anthropogenic forces causes sea level rise,0.07142857142857142
"anthropogenic forces significantly impact the environment through the release of greenhouse gases, deforestation, and other forms of land use change",anthropogenic forces results in sea level rise,0.05263157894736842
"anthropogenic forces have had a significant effect on global climate change, resulting in temperature rise, sea level rise, and other environmental issues",anthropogenic forces causes sea level rise,0.09523809523809523
"anthropogenic forces lead to climate change, air and water pollution, and destruction of natural habitats",anthropogenic forces leads to sea level rise,0.07142857142857142
"sea level rise is primarily caused by thermal expansion, melting glaciers, and melting ice sheets due to global warming",the factors associated with sea level rise are anthropogenic forces,0.1111111111111111
"anthropogenic forces result in climate change, pollution, and habitat destruction",due to anthropogenic forces sea level rise is caused,0.1111111111111111
no,yes,0.0
yes,yes,0.0
yes,yes,0.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by anthropogenic forces,0.38461538461538464
"anthropogenic forces cause climate change, which can lead to sea level rise and genetic mutation",sea level rise,0.14285714285714285
the displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.6666666666666666
"displacement of water from the ocean basins can lead to changes in sea levels, ocean currents, and weather patterns",displacement of water from the ocean basins results in sea level rise,0.3888888888888889
displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.7272727272727273
displacement of water from the ocean basins leads to a drop in sea level,displacement of water from the ocean basins leads to sea level rise,0.6923076923076923
"sea level rise is mainly caused by melting glaciers, thermal expansion of ocean water, and increased precipitation",the factors associated with sea level rise are displacement of water from the ocean basins,0.125
displacement of water from the ocean basins causes global sea levels to rise,due to displacement of water from the ocean basins sea level rise is caused,0.5
"yes, sea level rise can cause displacement of water from the ocean basins",yes,0.0
yes,yes,0.0
"does displacement of water from the ocean basins contribute to sea level rise? 
yes",yes,0.0
sea level rise is caused by melting ice and thermal expansion of ocean water due to increasing temperatures,sea level rise is caused by displacement of water from the ocean basins,0.29411764705882354
displacement of water from the ocean basins causes sea level rise,sea level rise,0.2
"meltwater pulse 1a caused sea levels to rise suddenly and dramatically about 14,700 years ago",meltwater pulse 1a causes sea level rise,0.14285714285714285
meltwater pulse 1a caused sea levels to rise rapidly worldwide,meltwater pulse 1a results in sea level rise,0.2222222222222222
"meltwater pulse 1a caused a rapid rise in sea level worldwide approximately 12,800 years ago",meltwater pulse 1a causes sea level rise,0.21428571428571427
meltwater pulse 1a leads to a rise in sea levels worldwide,meltwater pulse 1a leads to sea level rise,0.4
rising temperatures due to global warming is one of the main factors associated with sea level rise,the factors associated with sea level rise are meltwater pulse 1a,0.3125
meltwater pulse 1a caused a rapid rise in global sea levels,due to meltwater pulse 1a sea level rise is caused,0.2
yes,yes,0.0
no,yes,0.0
"yesmeltwater pulse 1a was a rapid rise in sea level that occurred around 14,000 years ago when glaciers melting from the last ice age caused a sudden rise in sea level this event contributed to the current levels of sea level rise that we are experien",yes,0.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by meltwater pulse 1a,0.38461538461538464
meltwater pulse 1a causes sea level rise,sea level rise,0.3333333333333333
"the sinking of the land surface can cause changes in the water table, soil erosion, and contamination of groundwater",sinking of the lands surface causes sea level rise,0.1111111111111111
"the sinking of the land surface can cause changes in the hydrological cycle, extreme weather events, and soil erosion",sinking of the lands surface results in sea level rise,0.1111111111111111
"sinking of the land surface can cause subsidence, which can lead to flooding, soil erosion, and contribute to climate change",sinking of the lands surface causes sea level rise,0.10526315789473684
"sinking of the land surface leads to subsidence, which can cause further geological disturbances such as earthquakes and tsunamis",sinking of the lands surface leads to sea level rise,0.2222222222222222
"the primary factors contributing to sea level rise are thermal expansion of the ocean, melting land ice, and the addition of water from melting glaciers",the factors associated with sea level rise are sinking of the lands surface,0.16666666666666666
the lands surface sinking leads to a rise in sea levels and floods coastal areas,due to sinking of the lands surface sea level rise is caused,0.14285714285714285
no,yes,0.0
no,yes,0.0
yes,yes,0.0
sea level rise is caused by the melting of glaciers and thermal expansion of sea water due to increased temperatures,sea level rise is caused by sinking of the lands surface,0.2631578947368421
a) internet censorship,sea level rise,0.0
"the effects of the medieval warm period included an increase in global temperature, sea level rise, changes in vegetation, and an increase in rainfall",medieval warm period causes sea level rise,0.14285714285714285
"the medieval warm period had an overall positive impact on climate and society, leading to increased agricultural productivity and population growth",medieval warm period results in sea level rise,0.1
the medieval warm period resulted in increasedglobal temperatures and changed weather patterns,medieval warm period causes sea level rise,0.18181818181818182
"the medieval warm period led to higher temperatures, increased rainfall, and more vegetation across the globe",medieval warm period leads to sea level rise,0.13333333333333333
"rising temperatures, melting ice, and ocean expansion are all factors associated with sea level rise",the factors associated with sea level rise are medieval warm period,0.35714285714285715
"the medieval warm period resulted in increased agricultural productivity, a rise in sea levels, and more frequent and intense storms",due to medieval warm period sea level rise is caused,0.10526315789473684
no,yes,0.0
"no, the medieval warm period does not lead to sea level rise",yes,0.0
no,yes,0.0
sea level rise is caused by melting glaciers and thermal expansion of seawater due to increasing ocean temperatures,sea level rise is caused by medieval warm period,0.29411764705882354
the medieval warm period caused sea level rise,sea level rise,0.2857142857142857
"human activities have had a significant effect on climate change, leading to rising global temperatures and other climatological effects",climatological effects of human influences causes sea level rise,0.05555555555555555
climatological effects of human influences can have a significant impact on global climate patterns and cause an increase in average global temperatures,climatological effects of human influences results in sea level rise,0.19047619047619047
"climatological effects of human influences can result in higher temperatures, more extreme weather events, and sea level rise",climatological effects of human influences causes sea level rise,0.35294117647058826
"climatological effects of human influences can lead to changes in global temperature patterns, sea level rise, droughts and floods, and disruption of natural ecosystems",climatological effects of human influences leads to sea level rise,0.21739130434782608
"sea level rise is primarily caused by thermal expansion, melting glaciers, and melting polar ice caps",the factors associated with sea level rise are climatological effects of human influences,0.13333333333333333
"climate change is caused by human activities such as burning fossil fuels, deforestation, and overuse of water that increase greenhouse gases in the atmosphere, leading to rising temperatures and other climatological effects",due to climatological effects of human influences sea level rise is caused,0.06451612903225806
"yes, sea level rise can cause climatological effects of human influences",yes,0.0
yes,yes,0.0
yes,yes,0.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by climatological effects of human influences,0.38461538461538464
c) sea level rise,sea level rise,0.6666666666666666
"the effects of expansion of water include an increase in volume, pressure and temperature",expansion of water causes sea level rise,0.15384615384615385
"expansion of water can lead to increased evaporation, higher sea levels, and increased flooding potential",expansion of water results in sea level rise,0.14285714285714285
expansion of water causes an increase in volume and pressure,expansion of water causes sea level rise,0.3333333333333333
expansion of water leads to the formation of steam,expansion of water leads to sea level rise,0.5
"rising temperatures, melting polar ice, and warming oceans are all factors associated with sea level rise",the factors associated with sea level rise are expansion of water,0.3333333333333333
"water expands as it is heated, leading to increased pressure and volume",due to expansion of water sea level rise is caused,0.0
yes,yes,0.0
yes,yes,0.0
yes,yes,0.0
sea level rise is caused by melting glaciers and thermal expansion of sea water due to increasing global temperatures,sea level rise is caused by expansion of water,0.3333333333333333
expansion of water causes sea level rise,sea level rise,0.3333333333333333
"isostatic uplift leads to the rise of land above sea level, resulting in changes in the sea level environment which can affect coastal ecosystems and infrastructure",isostatic uplift causes sea level rise,0.08
"isostatic uplift can have a significant impact on a region’s geology, topography, and hydrology",isostatic uplift results in sea level rise,0.07692307692307693
"isostatic uplift causes the land to rise due to an increase in mantle pressure, leading to a corresponding decrease in sea level",isostatic uplift causes sea level rise,0.14285714285714285
isostatic uplift leads to the rising of land relative to sea level due to the loss of glacial weight,isostatic uplift leads to sea level rise,0.29411764705882354
"the factors associated with sea level rise include melting polar ice caps, changes in ocean circulation patterns, and thermal expansion of seawater due to increasing temperatures",the factors associated with sea level rise are isostatic uplift,0.24
"isostatic uplift occurs due to the melting of ice sheets which causes the land to rebublish, leading to an overall rise in the landscape",due to isostatic uplift sea level rise is caused,0.08695652173913043
"can sea level rise cause isostatic uplift? 
no",yes,0.0
no,yes,0.0
no,yes,0.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by isostatic uplift,0.38461538461538464
isostatic uplift causes sea level rise,sea level rise,0.4
"depression has many adverse effects on physical, mental, and emotional health, including impaired sleep and appetite, decreased energy and motivation, difficulty concentrating, and decreased enjoyment of activities",depression causes petrol,0.0
"depression can have a significant impact on an individual's physical, mental and social well-being, leading to various adverse consequences such as reduced productivity, increased morbidity and mortality, and deterioration of quality of life",depression results in petrol,0.0
"depression can have a devastating effect on an individual's physical and mental health, causing them to feel hopeless, empty, and alone",depression causes petrol,0.0
"depression can lead to a range of problems, including an increased risk of suicide, substance abuse, mental illness, and physical illness",depression leads to petrol,0.0
"petrol is associated with a variety of factors, including its composition, availability, quality, and price",the factors associated with petrol are depression,0.07142857142857142
"depression can lead to a range of mental and physical health issues, including decreased motivation, difficulty coping with emotions, low energy, poor sleep quality, and increased risk of suicide",due to depression petrol is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
petrol is caused by refining crude oil,petrol is caused by depression,0.5
depression can cause a range of emotional and physical symptoms that interfere with an individual's daily life,petrol,0.0
"poverty has many negative effects, such as a lack of access to resources, educational opportunities, and healthcare, which can result in social and economic inequality",poverty causes crime,0.0
"poverty has a wide-ranging impact on economies, communities, and individuals, from lack of access to basic services and educational opportunities to inequality and social unrest",poverty results in crime,0.0
"poverty has a variety of effects, such as lack of access to proper education, inadequate healthcare, and increased vulnerability to environmental problems and exploitation",poverty causes crime,0.0
"poverty can lead to a lack of access to education, healthcare, and other essential services, as well as an increased risk of exploitation and social discrimination",poverty leads to crime,0.0
"crime is often associated with poverty, lack of job opportunities, drug use, and a lack of social services",the factors associated with crime are poverty,0.0625
"poverty leads to inequality, social strife, and lack of access to essential resources, opportunities, and services",due to poverty crime is caused,0.0
nocrime cannot cause poverty,yes,0.0
no,yes,0.0
yes,yes,0.0
"crime is caused by a complex interplay of social, economic, and political factors, as well as an individual's access to firearms and other resources",crime is caused by poverty,0.13043478260869565
"poverty is often associated with increased rates of crime, inadequate access to education and healthcare, and instability in the economy",crime,0.0
"drugs can have a range of effects, from relaxing an individual to increasing alertness to causing a high or a sense of euphoria",drugs causes crime,0.0
"drugs can have an impact on the user's physical, mental, and emotional wellbeing, as well as their relationships with others",drugs results in crime,0.0
"drugs can have many different effects, including both physical and psychological changes",drugs causes crime,0.0
"drug abuse can lead to addiction, crime, poverty, and other social problems",drugs leads to crime,0.0
"social factors such as poverty, lack of education, and unemployment are associated with crime",the factors associated with crime are drugs,0.15384615384615385
"drugs can lead to dependency, addiction, and various physical, psychological, and social harm",due to drugs crime is caused,0.0
no,yes,0.0
no,yes,0.0
"yes, drugs do contribute to crime",yes,0.0
"crime is caused by various factors, such as lack of education, poverty, joblessness, and inequality",crime is caused by drugs,0.21428571428571427
"drugs can cause a range of issues, including energy crisis, identity theft, and crime",crime,0.0
"unemployment can cause severe economic hardship, social and emotional distress, and a decline in general well-being",unemployment causes crime,0.0
"unemployment has a negative impact on individuals, communities, and the economy, as it results in reduced earnings, reduced purchasing power, reduced consumption, and a decrease in tax revenues",unemployment results in crime,0.037037037037037035
"unemployment has a devastating effect on individuals, families, and communities, causing economic hardship, reduced sense of security, and diminished opportunity",unemployment causes crime,0.0
"unemployment leads to economic hardship, social isolation, and depression",unemployment leads to crime,0.25
"factors associated with crime include poverty, lack of education, easy access to firearms, and social inequality",the factors associated with crime are unemployment,0.2
"unemployment can lead to a decrease in spending power, an increase in debt, a decline in the standard of living, and a decrease in emotional well-being",due to unemployment crime is caused,0.0
"yes, crime can cause unemployment for example, if business owners are scared of a high crime rate in a certain neighborhood, they may be less likely to open a business there, resulting in fewer employment opportunities for residents of that area",yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a variety of factors, such as poverty, lack of education, and social inequality",crime is caused by unemployment,0.1875
"unemployment can lead to increased levels of e-waste, technological disparity, and crime",crime,0.0
"alcohol has a range of effects on both the body and mind, ranging from mild sedation to marked intoxication",alcohol causes crime,0.0
"alcohol can impact judgment, coordination, and reaction time, and can impair memory and learning",alcohol results in crime,0.0
"alcohol can have various effects, such as reducing inhibitions, lowering cognitive function, and impairing motor skills",alcohol causes crime,0.0
"alcohol consumption can lead to many potential harms, including increased risk of injury, increased risk of violence, decreased cognitive function, and increased risk of certain chronic diseases",alcohol leads to crime,0.0
"the factors associated with crime include poverty, lack of education, unemployment, and access to firearms",the factors associated with crime are alcohol,0.2857142857142857
"alcohol has many effects on the body, including increased relaxation, impairment of judgement, and increased risk of falls and accidents",due to alcohol crime is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by several underlying factors such as poverty, inequality, and lack of opportunity",crime is caused by alcohol,0.21428571428571427
"alcohol can cause a range of problems, such as genetic engineering mishaps, technological addiction, and crime",crime,0.0
"the effects of inequality can be far-reaching, leading to poverty, lower life expectancy, poorer educational opportunities, and social unrest",inequality causes crime,0.0
"income inequality can lead to a wide range of social, economic, and political problems, including increased vulnerability to poverty and marginalization, reduced economic opportunity, increased social and political unrest, and diminished trust within and across communities",inequality results in crime,0.0
inequality has the effect of creating divisions in society and creating barriers to success and opportunity,inequality causes crime,0.0
"inequality leads to an unequal distribution of power, resources, and opportunities",inequality leads to crime,0.2
"poverty, lack of education, and social disorder are all factors associated with crime",the factors associated with crime are inequality,0.25
"inequality leads to unequal access to resources, opportunities, and privileges, resulting in an unlevel playing field and a lack of social mobility",due to inequality crime is caused,0.0
yes,yes,0.0
no,yes,0.0
no,yes,0.0
" crime is caused by a multitude of factors, such as poverty, lack of education, and inequality",crime is caused by inequality,0.2
inequality causes a) data breach,crime,0.0
"the effects of crime can range from victims experiencing psychological trauma, to increased costs to society for security and the judicial system",crime causes crime,0.0
"crime has a significant impact on both individuals and society as a whole, ranging from physical injury and death, to fear and anxiety, to economic costs",crime results in crime,0.0
"crime has a major effect on society, leading to fear, destruction of property, and emotional trauma for victims and their families",crime causes crime,0.0
"crime often leads to negative consequences such as imprisonment, fines, and a tarnished reputation",crime leads to crime,0.07692307692307693
"poverty, inequality, and lack of access to education are all factors associated with crime",the factors associated with crime are crime,0.23076923076923078
"crime has many negative impacts on society such as increased fear, financial costs to victims and society as a whole, loss of respect for laws and institutions, and a decrease in quality of life",due to crime crime is caused,0.0
no,yes,0.0
no,yes,0.0
no,yes,0.0
"crime is caused by a combination of factors such as poverty, stress, lack of opportunity, and access to firearms",crime is caused by crime,0.16666666666666666
"crime causes disruption and fear in society, risking the safety and security of individuals and communities",crime,0.0
prohibition leads to an increase in the illegal activities such as bootlegging and organized crime,prohibition causes crime,0.0
"prohibition can restrict access to an activity, leading to increased risk-taking behavior and creating a black market for the activity",prohibition results in crime,0.0
