Prediction,Labels,RougeScore
"ice loss has the potential to significantly reduce the mass and volume of glaciers and ice sheets, which can lead to increased sea levels and disruption of global climate patterns",ice loss causes sea level rise,0.5
"ice loss leads to sea level rise, which can cause devastating effects on coastal cities and towns",ice loss leads to sea level rise,0.8571428571428571
"rising temperatures due to climate change, an increase in ocean volume due to melting polar ice caps, and a decrease inland glacial volumes are all factors associated with sea level rise",the factors associated with sea level rise are ice loss,0.8
"ice loss results in sea level rise and associated consequences, such as flooding, disruption of ecosystems, and increased threats to human infrastructure",due to ice loss sea level rise is caused,0.6666666666666666
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by melting ice caps and the expansion of ocean water as it heats up, leading to an increase in sea levels",sea level rise is caused by ice loss,0.875
answering,sea level rise,0.0
"the complete loss of ice on greenland would result in dramatic changes to the environment, including a rise in sea levels, increased coastal erosion, and disruption of the regional climate",complete loss of ice on greenland causes sea level rise,0.8
"the complete loss of ice on greenland could result in a catastrophic rise in global sea levels, unpredictable weather patterns, and worsened climate conditions",complete loss of ice on greenland results in sea level rise,0.8181818181818182
"the complete loss of ice on greenland would cause extreme global warming, sea level rise, and disruption of the climate system",complete loss of ice on greenland causes sea level rise,0.8
complete loss of ice on greenland would lead to a sea level rise of up to 7 meters,complete loss of ice on greenland leads to sea level rise,0.9090909090909091
"rising temperatures, melting polar ice, and thermal expansion of the oceans are some of the factors associated with sea level rise",the factors associated with sea level rise are complete loss of ice on greenland,0.6428571428571429
"the complete loss of ice on greenland would lead to a rise in sea levels, drastic changes in weather patterns, and severe consequences for nature and humanity",due to complete loss of ice on greenland sea level rise is caused,0.6923076923076923
no,yes,0.0
yes,yes,1.0
"does complete loss of ice on greenland contribute to sea level rise? 
	### answer: yes loss of ice on greenland can contribute to sea level rise as it increases the volume of ocean water that is not frozen this can lead to higher ocean levels, which can cause coastal flo",yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by complete loss of ice on greenland,0.5833333333333334
a) biometric surveillance,sea level rise,0.0
"onset of anoxic deposits can lead to changes in the environment such as a decrease in oxygen levels, increased mud content, and increased acidity",onset of anoxic deposits causes sea level rise,0.5
"onset of anoxic deposits can lead to significant environmental and ecological disruption, particularly in coastal and marine habitats, with negative consequences for biodiversity and ecosystem functioning",onset of anoxic deposits results in sea level rise,0.5555555555555556
"the onset of anoxic sedimentary deposits can have profound effects on the chemistry and biology of an aquatic ecosystem, drastically changing the availability of crucial oxygen and other essential nutrients",onset of anoxic deposits causes sea level rise,0.5
"the onset of anoxic deposits leads to a decrease in the amount of oxygen in the environment, which can be detrimental to aquatic organisms and ecosystems",onset of anoxic deposits leads to sea level rise,0.6666666666666666
rising temperatures due to climate change and melting ice caps are two of the main factors contributing to sea level rise,the factors associated with sea level rise are onset of anoxic deposits,0.5833333333333334
"onset of anoxic deposits can lead to decreased oxygen levels in an area, which can negatively impact any species living in the area",due to onset of anoxic deposits sea level rise is caused,0.45454545454545453
yes,yes,1.0
no onset of anoxic deposits does not lead to sea level rise,yes,0.0
no,yes,0.0
"sea level rise is caused by thermal expansion of ocean water, melting glaciers and polar ice sheets, and changes in the amount of water in the atmosphere",sea level rise is caused by onset of anoxic deposits,0.7
a) pollution,sea level rise,0.0
"the effects of altered hydrogeological cycles can include changes in water availability and quality, increased flooding risk, droughts, and increased vulnerability to climate change",altered hydrogeological cycles causes sea level rise,0.42857142857142855
"altered hydrogeological cycles can result in changes to water availability, quality, and usage that can have significant impacts on natural and human environments",altered hydrogeological cycles results in sea level rise,0.5
"altered hydrogeological cycles can have a variety of effects, including changes in the quantity and quality of water availability, increased risks of flooding and drought, and disruption of ecosystems that depend on consistent water cycles",altered hydrogeological cycles causes sea level rise,0.42857142857142855
"altered hydrogeological cycles can lead to droughts, floods, extreme weather events, and reduced water availability",altered hydrogeological cycles leads to sea level rise,0.5
the two primary factors associated with sea level rise are melting glaciers and thermal expansion of seawater due to increasing ocean temperatures,the factors associated with sea level rise are altered hydrogeological cycles,0.7272727272727273
"altered hydrogeological cycles can lead to changes in ground and surface water availability, increased flood risk, and degraded water quality",due to altered hydrogeological cycles sea level rise is caused,0.4
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by melting glaciers and thermal expansion of the ocean due to increasing global temperatures,sea level rise is caused by altered hydrogeological cycles,0.6666666666666666
altered hydrogeological cycles can cause sea level rise,sea level rise,1.0
"anthropogenic forces have had a wide range of effects on the environment, including climate change, air and water pollution, habitat destruction, and overexploitation of natural resources",anthropogenic forces causes sea level rise,0.3333333333333333
"anthropogenic forces significantly impact the environment through the release of greenhouse gases, deforestation, and other forms of land use change",anthropogenic forces results in sea level rise,0.2857142857142857
"anthropogenic forces have had a significant effect on global climate change, resulting in temperature rise, sea level rise, and other environmental issues",anthropogenic forces causes sea level rise,0.6666666666666666
"anthropogenic forces can lead to a variety of adverse impacts on the environment, including air and water pollution, deforestation, and extinctions of animal species",anthropogenic forces leads to sea level rise,0.42857142857142855
"rising temperatures, melting polar ice, and thermal expansion of seawater are all factors that contribute to sea level rise",the factors associated with sea level rise are anthropogenic forces,0.5
"anthropogenic forces lead to climate change, pollution, habitat loss, and species extinction",due to anthropogenic forces sea level rise is caused,0.3333333333333333
"no 
	can anthropogenic forces cause sea level rise?
	### input:
	yes",yes,1.0
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by anthropogenic forces,0.75
"anthropogenic forces cause climate change, which includes a) quantum computing risks, b) genetic mutation, and c) sea level rise",sea level rise,1.0
the displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.9090909090909091
"displacement of water from the ocean basins can cause changes in ocean current patterns, sea level rise, and affect the availability of fresh water",displacement of water from the ocean basins results in sea level rise,0.8333333333333334
displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.9090909090909091
displacement of water from the ocean basins leads to a drop in sea level,displacement of water from the ocean basins leads to sea level rise,0.9166666666666666
"the rise in sea level is primarily caused by the melting of glaciers, the expansion of ocean water due to increased temperatures, and the depletion of the polar ice caps",the factors associated with sea level rise are displacement of water from the ocean basins,0.5
displacement of water from the ocean basins causes global sea levels to rise,due to displacement of water from the ocean basins sea level rise is caused,0.7142857142857143
yes,yes,1.0
yes,yes,1.0
"does displacement of water from the ocean basins contribute to sea level rise? 
yes",yes,1.0
"sea level rise is caused by the melting of glaciers and polar ice caps due to global warming, which increases the volume of water in the ocean and causes the ocean surface to rise",sea level rise is caused by displacement of water from the ocean basins,0.7692307692307693
displacement of water from the ocean basins can cause sea level rise,sea level rise,1.0
"meltwater pulse 1a caused a rapid rise in global sea levels, disrupted ocean circulation patterns, and changed the ocean's acidity levels",meltwater pulse 1a causes sea level rise,0.7142857142857143
"meltwater pulse 1a had a significant impact on sea levels worldwide, causing a sudden rise in sea levels of up to 4 to 6 feet (1 to 2 meters) over a period of days or weeks",meltwater pulse 1a results in sea level rise,0.75
"meltwater pulse 1a caused a rapid rise in sea level worldwide approximately 12,800 years ago",meltwater pulse 1a causes sea level rise,0.8571428571428571
meltwater pulse 1a leads to a rise in sea levels worldwide,meltwater pulse 1a leads to sea level rise,0.875
rising temperatures due to global warming is one of the main factors associated with sea level rise,the factors associated with sea level rise are meltwater pulse 1a,0.6363636363636364
"meltwater pulse 1a caused sea levels to rise suddenly around 14,700 years ago",due to meltwater pulse 1a sea level rise is caused,0.7
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by melting glaciers and thermal expansion of seawater due to increasing average global temperatures,sea level rise is caused by meltwater pulse 1a,0.6666666666666666
meltwater pulse 1a causes sea level rise,sea level rise,1.0
"the sinking of the land surface can lead to a variety of environmental and health-related problems, such as increased flooding, erosion, and water salinity, as well as an increased risk of diseases such as malaria",sinking of the lands surface causes sea level rise,0.4444444444444444
"sinking of the land surface can have a significant impact on local and regional climate, cause changes in the amount and direction of precipitation, and put pressure on already limited water resources",sinking of the lands surface results in sea level rise,0.5
"sinking of the land surface can reduce the water table, leading to drier soils, decreased plant growth and an increase in soil salinity",sinking of the lands surface causes sea level rise,0.4444444444444444
"sinking of the land surface leads to subsidence, which can cause further geological disturbances such as earthquakes and tsunamis",sinking of the lands surface leads to sea level rise,0.6
"the primary factors contributing to sea level rise are thermal expansion of the ocean, melting land ice, and the addition of water from melting glaciers",the factors associated with sea level rise are sinking of the lands surface,0.5833333333333334
"the sinking of the land surface leads to changes in the level of the land, such as the appearance of valleys, rivers, and lakes, as well as to the rise of the sea level",due to sinking of the lands surface sea level rise is caused,0.6666666666666666
no,yes,0.0
yes,yes,1.0
yes,yes,1.0
sea level rise is largely caused by the melting of glaciers and thermal expansion of seawater due to increasing global temperatures,sea level rise is caused by sinking of the lands surface,0.7272727272727273
a) internet censorship,sea level rise,0.0
"the effects of the medieval warm period included an increase in global temperature, sea level rise, changes in vegetation, and an increase in rainfall",medieval warm period causes sea level rise,0.7142857142857143
"the medieval warm period had a significant impact on climate and human history, as it was associated with a rise in global temperatures which led to increased agricultural productivity, population growth, and economic prosperity",medieval warm period results in sea level rise,0.625
the medieval warm period resulted in increasedglobal temperatures and changed weather patterns,medieval warm period causes sea level rise,0.42857142857142855
"the medieval warm period led to an overall rise in global temperatures, which had drastic effects on climate and weather patterns",medieval warm period leads to sea level rise,0.625
"the main factors associated with sea level rise are thermal expansion of seawater, melting of glaciers and polar ice sheets, and changes in the amount of water in the atmosphere",the factors associated with sea level rise are medieval warm period,0.7272727272727273
the medieval warm period was a period of unusually warm weather that occurred during the middle ages and is believed to have caused an increase in agricultural productivity and population growth,due to medieval warm period sea level rise is caused,0.6
no,yes,0.0
"no, the medieval warm period does not lead to sea level rise",yes,0.0
no,yes,0.0
sea level rise is caused by melting polar ice caps and the expansion of ocean water as it heats up,sea level rise is caused by medieval warm period,0.6666666666666666
the medieval warm period caused sea level rise,sea level rise,1.0
"human activities have had a significant effect on the climate, contributing to rising temperatures and changes in precipitation patterns, sea level rise, and an increase in extreme weather events",climatological effects of human influences causes sea level rise,0.3333333333333333
climatological effects of human influences can have a significant impact on global climate patterns and cause an increase in average global temperatures,climatological effects of human influences results in sea level rise,0.6
"climatological effects of human influences can result in higher temperatures, more extreme weather events, and sea level rise",climatological effects of human influences causes sea level rise,0.8888888888888888
"climatological effects of human influences can lead to changes in global temperature patterns, sea level rise, droughts and floods, and disruption of natural ecosystems",climatological effects of human influences leads to sea level rise,0.8
"rising temperatures, melting ice, and increasing ocean temperatures due to climate change are all contributing factors to sea level rise",the factors associated with sea level rise are climatological effects of human influences,0.38461538461538464
"climate change is caused by human activities such as burning fossil fuels, deforestation, and overuse of water that increase greenhouse gases in the atmosphere, leading to rising temperatures and other climatological effects",due to climatological effects of human influences sea level rise is caused,0.5833333333333334
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is primarily caused by the melting of glaciers and polar ice sheets due to increasing global temperatures,sea level rise is caused by climatological effects of human influences,0.6363636363636364
"human activities have caused a rise in global temperatures and a decrease in global snow and ice, leading to climate change and its related impacts such as sea level rise",sea level rise,1.0
"the expansion of water increases its volume as it heats up, leading to increased pressure and the formation of bubbles",expansion of water causes sea level rise,0.42857142857142855
"expansion of water can have a variety of impacts, including increased evaporation, decreased plant and animal life, and increased sea levels",expansion of water results in sea level rise,0.5
expansion of water causes an increase in volume and pressure,expansion of water causes sea level rise,0.5714285714285714
expansion of water leads to the formation of steam,expansion of water leads to sea level rise,0.625
"rising temperatures, melting ice, changes in precipitation, and expansion of ocean water due to increasing acidity are all factors associated with sea level rise",the factors associated with sea level rise are expansion of water,0.9090909090909091
"water expands as it is heated, leading to increased pressure and volume",due to expansion of water sea level rise is caused,0.3
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by melting glaciers and thermal expansion of sea water due to increasing global temperatures,sea level rise is caused by expansion of water,1.0
expansion of water causes sea level rise,sea level rise,1.0
"isostatic uplift leads to the rise of land above sea level, resulting in changes in the sea level environment which can affect coastal ecosystems and infrastructure",isostatic uplift causes sea level rise,0.8333333333333334
"isostatic uplift can cause erosion, elevation of existing terrains, and changes in surface temperature and moisture",isostatic uplift results in sea level rise,0.42857142857142855
"isostatic uplift causes the land to rise due to an increase in mantle pressure, leading to a corresponding decrease in sea level",isostatic uplift causes sea level rise,1.0
isostatic uplift leads to the rising of land relative to sea level due to the loss of glacial weight,isostatic uplift leads to sea level rise,0.8571428571428571
"the factors associated with sea level rise include melting polar ice caps, changes in ocean circulation patterns, and thermal expansion of seawater due to increasing temperatures",the factors associated with sea level rise are isostatic uplift,0.7
"isostatic uplift occurs due to the rebounds of earth's crust after the ice age, which causes areas that were previously depressed to rise and become higher than they were before",due to isostatic uplift sea level rise is caused,0.5555555555555556
"can sea level rise cause isostatic uplift? 
no",yes,0.0
no,yes,0.0
no,yes,0.0
sea level rise is mainly caused by the melting of glaciers and thermal expansion of seawater due to increasing temperatures,sea level rise is caused by isostatic uplift,0.75
isostatic uplift caused by the melting of glaciers and ice sheets causes sea level rise,sea level rise,1.0
"depression has many adverse effects on physical, mental, and emotional health, including impaired sleep and appetite, decreased energy and motivation, difficulty concentrating, and decreased enjoyment of activities",depression causes petrol,0.3333333333333333
"depression can have a significant impact on an individual's physical, mental and social well-being, leading to various adverse consequences such as reduced productivity, increased morbidity and mortality, and deterioration of quality of life",depression results in petrol,0.25
"depression can have a devastating effect on an individual's physical and mental health, causing them to feel hopeless, empty, and alone",depression causes petrol,0.3333333333333333
"depression can lead to a range of problems, including an increased risk of suicide, substance abuse, mental illness, and physical illness",depression leads to petrol,0.5
"petrol is associated with a variety of factors, including the price of crude oil, the local taxes and the refining process",the factors associated with petrol are depression,0.5714285714285714
"depression can lead to a range of mental and physical health issues, including decreased motivation, difficulty coping with emotions, low energy, poor sleep quality, and increased risk of suicide",due to depression petrol is caused,0.3333333333333333
no,yes,0.0
no,yes,0.0
no,yes,0.0
petrol is caused by the refining of crude oil,petrol is caused by depression,0.8
depression can cause a range of emotional and physical symptoms that interfere with an individual's daily life,petrol,0.0
"poverty has many negative effects, such as a lack of access to resources, educational opportunities, and healthcare, which can result in social and economic inequality",poverty causes crime,0.3333333333333333
"poverty has a wide-ranging impact on economies, communities, and individuals, from lack of access to basic services and educational opportunities to inequality and social unrest",poverty results in crime,0.25
"poverty has a range of effects, both in the short and long term, including poor access to education, health care, and other essential resources, as well as a higher likelihood of crime and social unrest",poverty causes crime,0.6666666666666666
"poverty can lead to a lack of access to education, healthcare, and other essential services, as well as an increased risk of exploitation and social discrimination",poverty leads to crime,0.5
"crime is associated with poverty, lack of education, unemployment, access to guns, and a decline in community values",the factors associated with crime are poverty,0.42857142857142855
"poverty leads to inequality, social strife, and lack of access to essential resources, opportunities, and services",due to poverty crime is caused,0.3333333333333333
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
crime is generally caused by social and economic factors such as poverty and lack of access to education and opportunity,crime is caused by poverty,1.0
"poverty causes a lack of access to basic resources, which can lead to a wide range of issues including energy crisis, technological addiction, and crime",crime,1.0
"drugs can have a range of effects, from relaxing an individual to increasing alertness to causing a high or a sense of euphoria",drugs causes crime,0.3333333333333333
"drugs can have an impact on the user's physical, mental, and emotional wellbeing, as well as their relationships with others",drugs results in crime,0.25
"drugs can have many different effects, including both physical and psychological changes",drugs causes crime,0.3333333333333333
"drugs can lead to addiction, health problems, andsocial and legal issues",drugs leads to crime,0.5
"social factors such as poverty, lack of education, and unemployment are associated with crime",the factors associated with crime are drugs,0.7142857142857143
"drugs can lead to dependency, addiction, and various physical, psychological, and social harm",due to drugs crime is caused,0.3333333333333333
yes,yes,1.0
no,yes,0.0
yes,yes,1.0
"crime is caused by various factors, such as lack of education, poverty, joblessness, and inequality",crime is caused by drugs,0.8
"drugs can cause a range of issues, including energy crisis, identity theft, and crime",crime,1.0
"unemployment can cause severe economic hardship, social and emotional distress, and a decline in general well-being",unemployment causes crime,0.3333333333333333
"unemployment has a negative impact on individuals, communities, and the economy, as it results in reduced earnings, reduced purchasing power, reduced consumption, and a decrease in tax revenues",unemployment results in crime,0.75
"unemployment has a devastating effect on individuals, families, and communities, causing economic hardship, reduced sense of security, and diminished opportunity",unemployment causes crime,0.3333333333333333
"unemployment leads to economic hardship, social isolation, and depression",unemployment leads to crime,0.75
"social and economic disadvantage, poor educational opportunities, poverty, unemployment, family dysfunction, and access to firearms are all factors associated with crime",the factors associated with crime are unemployment,0.7142857142857143
"unemployment can lead to a decrease in spending power, an increase in debt, a decline in the standard of living, and a decrease in emotional well-being",due to unemployment crime is caused,0.3333333333333333
yes,yes,1.0
no,yes,0.0
no,yes,0.0
"crime is often caused by a combination of social, economic, and cultural factors, such as poverty, unequal distribution of resources, and lack of opportunities",crime is caused by unemployment,0.8
"unemployment can lead to increased levels of e-waste, technological disparity, and crime",crime,1.0
"alcohol has a range of effects on both the body and mind, ranging from mild sedation to marked intoxication",alcohol causes crime,0.3333333333333333
"alcohol can impair judgement, reduce inhibitions, and cause changes in behavior",alcohol results in crime,0.5
"alcohol can have various effects, such as reducing inhibitions, lowering cognitive function, and impairing motor skills",alcohol causes crime,0.3333333333333333
"alcohol consumption can lead to many potential harms, including increased risk of injury, increased risk of violence, decreased cognitive function, and increased risk of certain chronic diseases",alcohol leads to crime,0.5
"the main factors associated with crime are poverty, lack of education, lack of job opportunities, and a dysfunctional family environment",the factors associated with crime are alcohol,0.8571428571428571
"alcohol can cause drunkenness, impair judgement, and lead to poor decisions",due to alcohol crime is caused,0.3333333333333333
no,yes,0.0
no,yes,0.0
yes,yes,1.0
"crime is caused by several underlying factors such as poverty, inequality, and lack of opportunity",crime is caused by alcohol,0.8
"alcohol can cause a range of problems, such as genetic engineering mishaps, technological addiction, and crime",crime,1.0
