Prediction,Labels,BleuScore
viewing pornography can lead to negative effects such as decreased empathy and more tolerance for sexual deviancy,viewing pornography results in fornication,0.23694472346557932
"viewing pornography can lead to addiction, low self-esteem, and negative effects on relationships",viewing pornography causes fornication,0.2809720412612155
"viewing pornography can lead to harmful effects such as addiction, guilt, and decreased empathy",viewing pornography leads to fornication,0.3066577210654818
"fornication is associated with various factors such as youth, lack of religious beliefs, and easy access to partners",the factors associated with fornication are viewing pornography,0.3471156165117787
"viewing pornography can lead to addiction, erectile dysfunction, and negative views of women",due to viewing pornography fornication is caused,0.3279291449239324
no,yes,0
no,yes,0
no,yes,0
fornication is caused by the act of engaging in sexual intercourse with someone who is not your spouse,fornication is caused by viewing pornography,0.2903156262753365
viewing pornography can cause c) fornication,fornication,0.22204588318592486
"global warming is causing increased sea levels, extreme weather events, and a decrease in biodiversity",global warming causes sea level rise,0.27251128883788356
"global warming has caused sea level rise, increased frequency of extreme weather events, and a decrease in biodiversity",global warming results in sea level rise,0.2641752858987978
"global warming has caused an increase in average global temperatures, leading to climate changes such as extreme weather events and sea level rise",global warming causes sea level rise,0.22558737557355568
"global warming leads to rising sea levels, increased temperatures, and extreme weather events",global warming leads to sea level rise,0.366876461772177
"rising global temperatures, melting polar ice caps, and increasing ocean temperatures are all factors associated with sea level rise",the factors associated with sea level rise are global warming,0.38624673490111017
"global warming causes a rise in sea levels, extreme weather events, and a decrease in biodiversity",due to global warming sea level rise is caused,0.347459541503663
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by the melting of glaciers and polar ice caps due to increasing global temperatures,sea level rise is caused by global warming,0.3287225668406359
global warming causes sea level rise,sea level rise,0.36105260209445084
"climate change has a wide range of effects, including extreme weather events, rising sea levels, and depletion of resources",climate change causes sea level rise,0.2147814160405233
"climate change affects ecosystems, infrastructure, human health, and global economy",climate change results in sea level rise,0.24438764521269388
"climate change can cause extreme weather, sea level rise, drought, and other environmental disasters",climate change causes sea level rise,0.3263892016153983
"climate change can lead to extreme weather events, rising sea levels, and a greater risk of wildfires",climate change leads to sea level rise,0.30130073419715203
"rising temperatures, melting ice, and expansion of the ocean due to heating are all factors associated with sea level rise",the factors associated with sea level rise are climate change,0.3946752324102123
"climate change leads to increased average global temperatures, extreme weather events, and sea level rise",due to climate change sea level rise is caused,0.3202750092411329
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and the liquid entering the ocean from rivers and the melting polar ice caps",sea level rise is caused by climate change,0.22461964489210298
climate change causes sea level rise,sea level rise,0.36105260209445084
"ice loss can cause sea levels to rise, ocean temperatures to increase, and changes in ocean circulation patterns",ice loss causes sea level rise,0.22805525538204094
"ice loss can cause sea levels to rise, a change in the earth's albedo, and affect glaciers and polar regions",ice loss results in sea level rise,0.22129408984352866
ice loss has a warming effect on the climate,ice loss causes sea level rise,0.23897577741923892
"ice loss leads to sea level rise, which can cause severe flooding and erode coastal land",ice loss leads to sea level rise,0.35239351349785764
"factors associated with sea level rise include melting ice cap and glaciers, thermal expansion of seawater, and changes in rainfall patterns",the factors associated with sea level rise are ice loss,0.32367021006263524
"ice loss can result in the melting of glaciers, causing sea levels to rise",due to ice loss sea level rise is caused,0.37345749260552114
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by the melting of polar ice caps due to increased global temperatures,sea level rise is caused by ice loss,0.3331912247117302
a) surveillance,sea level rise,0.04179882049216857
"the complete loss of ice on greenland could result in dramatic climate changes, such as extreme temperatures and rising sea levels",complete loss of ice on greenland causes sea level rise,0.36132038171482533
"complete loss of ice on greenland could cause sea levels to rise drastically, leading to severe flooding and displacement of coastal communities",complete loss of ice on greenland results in sea level rise,0.33635234037528533
the complete loss of ice on greenland could lead to an increase in global sea levels of nearly 20 feet,complete loss of ice on greenland causes sea level rise,0.4442330119192354
complete loss of ice on greenland would lead to a sea level rise of up to 7 meters,complete loss of ice on greenland leads to sea level rise,0.6474856906330242
"rising temperatures, melting polar ice, and thermal expansion of the oceans are some of the factors associated with sea level rise",the factors associated with sea level rise are complete loss of ice on greenland,0.4482707656563337
"complete loss of ice on greenland would lead to rising sea levels, increased flooding, and disruption of ecosystems",due to complete loss of ice on greenland sea level rise is caused,0.4375951620407837
"no sea level rise can cause melting of ice on greenland, but it is not likely to cause a complete loss of ice",yes,0.00287714936055363
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by complete loss of ice on greenland,0.44252431719346935
a) biometric surveillance,sea level rise,0.029817921606791687
"onset of anoxic deposits can lead to changes in the environment such as a decrease in oxygen levels, increased mud content, and increased acidity",onset of anoxic deposits causes sea level rise,0.2419569745148528
the onset of anoxic deposits can significantly impact an aquatic ecosystem by depleting the oxygen levels and leading to the death of aquatic organisms,onset of anoxic deposits results in sea level rise,0.2229821546416352
onset of anoxic deposits can lead to decreases in biodiversity and the extinction of species,onset of anoxic deposits causes sea level rise,0.3535020807541013
"the onset of anoxic deposits can lead to a decrease in the amount of oxygen in the water, which can negatively impact aquatic life",onset of anoxic deposits leads to sea level rise,0.25938072646543364
rising temperatures due to climate change and melting ice caps are two of the main factors contributing to sea level rise,the factors associated with sea level rise are onset of anoxic deposits,0.31263438940179233
"onset of anoxic deposits can lead to decreased oxygen levels in an area, which can negatively impact any species living in the area",due to onset of anoxic deposits sea level rise is caused,0.28892532881100913
yes,yes,1.0
no onset of anoxic deposits does not lead to sea level rise,yes,0.010083819075330704
"no, onset of anoxic deposits does not contribute to sea level rise",yes,0.008997687588785856
sea level rise is caused by melting glaciers and thermal expansion of seawater due to increasing global temperatures,sea level rise is caused by onset of anoxic deposits,0.3031163217933016
a) pollution,sea level rise,0.021560358468347404
"altered hydrogeological cycles can lead to changes in water availability, salinity intrusion, and water quality degradation",altered hydrogeological cycles causes sea level rise,0.30832561384627866
"altered hydrogeological cycles can have a variety of impacts, such as increased flood risk, changed water availability, and reduced water quality",altered hydrogeological cycles results in sea level rise,0.28057423571222195
"altered hydrogeological cycles can lead to changes in water availability, quality, and circulation, resulting in droughts or floods depending on the location",altered hydrogeological cycles causes sea level rise,0.2405117876298313
"altered hydrogeological cycles can lead to water scarcity, groundwater pollution, and disruption of ecosystems",altered hydrogeological cycles leads to sea level rise,0.35411032735603876
the two primary factors associated with sea level rise are melting glaciers and thermal expansion of seawater due to increasing ocean temperatures,the factors associated with sea level rise are altered hydrogeological cycles,0.36770786723488935
"altered hydrogeological cycles can lead to increased water stress, reduced water availability, and decreased groundwater quality",due to altered hydrogeological cycles sea level rise is caused,0.328860068471783
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by altered hydrogeological cycles,0.4104830078956405
altered hydrogeological cycles can cause sea level rise,sea level rise,0.23275681950224372
"anthropogenic forces have a range of effects, from altering climate patterns to depleting natural resources",anthropogenic forces causes sea level rise,0.24392672051883596
"humans have a significant impact on the environment through the release of anthropogenic forces such as emissions, land use, and deforestation",anthropogenic forces results in sea level rise,0.20047671444301227
anthropogenic forces have the potential to drastically alter the environment and cause climate change,anthropogenic forces causes sea level rise,0.2701139790408674
"anthropogenic forces lead to climate change, air and water pollution, and destruction of natural habitats",anthropogenic forces leads to sea level rise,0.2770791093107347
"rising temperatures, melting polar ice, and thermal expansion of seawater are all factors that contribute to sea level rise",the factors associated with sea level rise are anthropogenic forces,0.2885773084481996
"anthropogenic forces cause climate change, deforestation, and other environmental degradation",due to anthropogenic forces sea level rise is caused,0.3281775415281596
"no 
	can anthropogenic forces cause sea level rise?
	### input:
	yes",yes,0.027123217078090005
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by anthropogenic forces,0.39041558724527087
"anthropogenic forces cause climate change, which can lead to sea level rise and genetic mutation",sea level rise,0.13175282005376054
the displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.8666744666310836
"displacement of water from the ocean basins can lead to changes in sea levels, ocean currents, and weather patterns",displacement of water from the ocean basins results in sea level rise,0.5104635277334815
displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.9180466554652996
displacement of water from the ocean basins leads to a drop in sea level,displacement of water from the ocean basins leads to sea level rise,0.8572510402009952
"sea level rise is mainly caused by melting glaciers, thermal expansion of ocean water, and increased precipitation",the factors associated with sea level rise are displacement of water from the ocean basins,0.3474429727084634
displacement of water from the ocean basins causes global sea levels to rise,due to displacement of water from the ocean basins sea level rise is caused,0.8358327476566965
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by melting ice and thermal expansion of ocean water due to increasing temperatures,sea level rise is caused by displacement of water from the ocean basins,0.4618177170977138
displacement of water from the ocean basins causes sea level rise,sea level rise,0.19608977012647885
"meltwater pulse 1a caused sea levels to rise suddenly and dramatically about 14,700 years ago",meltwater pulse 1a causes sea level rise,0.3802643028221671
meltwater pulse 1a caused sea levels to rise rapidly worldwide,meltwater pulse 1a results in sea level rise,0.521901941235229
meltwater pulse 1a caused a dramatic rise in sea levels worldwide,meltwater pulse 1a causes sea level rise,0.5479839456615653
meltwater pulse 1a led to a rapid rise in sea levels,meltwater pulse 1a leads to sea level rise,0.6757406561605676
rising temperatures due to global warming is one of the main factors associated with sea level rise,the factors associated with sea level rise are meltwater pulse 1a,0.478494405066921
meltwater pulse 1a caused a rapid rise in global sea levels,due to meltwater pulse 1a sea level rise is caused,0.6573719591656759
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by meltwater pulse 1a,0.40430380428969015
meltwater pulse 1a cause sea level rise,sea level rise,0.3321415611879587
"the sinking of the land surface can cause changes in the water table, soil erosion, and contamination of groundwater",sinking of the lands surface causes sea level rise,0.300415549618816
"the sinking of the land surface can cause changes in the hydrological cycle, extreme weather events, and soil erosion",sinking of the lands surface results in sea level rise,0.300534352010691
"sinking of the land surface can cause subsidence, which can lead to flooding, soil erosion, and contribute to climate change",sinking of the lands surface causes sea level rise,0.28418601773170604
"sinking of the land surface can lead to the development of valleys, basins, and depressions",sinking of the lands surface leads to sea level rise,0.39431734613821723
"rising global temperatures, melting glaciers, and thermal expansion of seawater are all factors that contribute to sea level rise",the factors associated with sea level rise are sinking of the lands surface,0.31777815976211504
the lands surface sinking leads to a rise in sea levels and floods coastal areas,due to sinking of the lands surface sea level rise is caused,0.5560394202694414
"no, sea level rise cannot cause sinking of the lands surface",yes,0.004601148463359187
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by the melting of glaciers and thermal expansion of sea water due to increased temperatures,sea level rise is caused by sinking of the lands surface,0.35551078781784673
a) internet censorship,sea level rise,0.015448759309616738
"the effects of the medieval warm period included an increase in global temperature, sea level rise, changes in vegetation, and an increase in rainfall",medieval warm period causes sea level rise,0.23875522026846083
"the medieval warm period had a significant impact on the climate, leading to an increase in global temperatures and changes in global weather patterns",medieval warm period results in sea level rise,0.19567159194446354
the medieval warm period resulted in increasedglobal temperatures and changed weather patterns,medieval warm period causes sea level rise,0.27497920354023203
"the medieval warm period led to higher temperatures, increased rainfall, and more vegetation across the globe",medieval warm period leads to sea level rise,0.2656844537227649
"rising temperatures, melting ice, and ocean expansion are all factors associated with sea level rise",the factors associated with sea level rise are medieval warm period,0.4835956663479143
"the medieval warm period resulted in increased agricultural productivity, a rise in sea levels, and more frequent and intense storms",due to medieval warm period sea level rise is caused,0.29779912706590506
"no, sea level rise cannot cause the medieval warm period",yes,0.004935848712564586
no the medieval warm period does not lead to sea level rise,yes,0.010083819075330704
no,yes,0
sea level rise is caused by melting polar ice caps and the expansion of ocean water as it heats up,sea level rise is caused by medieval warm period,0.34535235191030433
the medieval warm period caused sea level rise,sea level rise,0.27985847317267704
"human activities have had a significant effect on climate change, leading to rising global temperatures and other climatological effects",climatological effects of human influences causes sea level rise,0.2746156163265963
climatological effects of human influences can have a significant impact on global climate patterns and cause an increase in average global temperatures,climatological effects of human influences results in sea level rise,0.338651121493241
"climatological effects of human influences can result in higher temperatures, more extreme weather events, and sea level rise",climatological effects of human influences causes sea level rise,0.47071093023418475
"climate change due to human influences can lead to extreme weather events, rising temperatures, and sea level rise",climatological effects of human influences leads to sea level rise,0.3838669989747409
"rising temperatures, melting ice, and increasing ocean temperatures due to climate change are all contributing factors to sea level rise",the factors associated with sea level rise are climatological effects of human influences,0.3250559433613935
"human activities have a climatological effect of increasing global temperatures, leading to more extreme weather events and disruptions of the earth's biological systems",due to climatological effects of human influences sea level rise is caused,0.2554340268864113
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by climatological effects of human influences,0.4393382309342105
c) sea level rise,sea level rise,0.805312203079627
"the effects of expansion of water include an increase in volume, pressure and temperature",expansion of water causes sea level rise,0.25280770049929263
"expansion of water can lead to increased evaporation, higher sea levels, and increased flooding potential",expansion of water results in sea level rise,0.2910146790557803
expansion of water causes an increase in volume and pressure,expansion of water causes sea level rise,0.4720797095334169
expansion of water leads to the formation of steam,expansion of water leads to sea level rise,0.5919392922649807
"rising temperatures, melting polar ice, and warming oceans are all factors associated with sea level rise",the factors associated with sea level rise are expansion of water,0.4606684512544497
"water expands as it is heated, leading to increased pressure and volume",due to expansion of water sea level rise is caused,0.2668651649497355
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
sea level rise is caused by the melting of glaciers and the expansion of ocean water as it heats up,sea level rise is caused by expansion of water,0.4401442182492449
expansion of water causes sea level rise,sea level rise,0.3235071249406187
"isostatic uplift leads to the rise of land above sea level, resulting in changes in the sea level environment which can affect coastal ecosystems and infrastructure",isostatic uplift causes sea level rise,0.1925098468864867
"isostatic uplift can have a significant impact on a region’s geology, topography, and hydrology",isostatic uplift results in sea level rise,0.22434163542473462
"isostatic uplift causes the land to rise due to an increase in mantle pressure, leading to a corresponding decrease in sea level",isostatic uplift causes sea level rise,0.26968498096173776
isostatic uplift leads to the rising of land relative to sea level due to the loss of glacial weight,isostatic uplift leads to sea level rise,0.37497127569356387
"the factors associated with sea level rise include melting polar ice caps, changes in ocean circulation patterns, and thermal expansion of seawater due to increasing temperatures",the factors associated with sea level rise are isostatic uplift,0.2733529429268244
"isostatic uplift occurs due to the melting of ice sheets which causes the land to rebublish, leading to an overall rise in the landscape",due to isostatic uplift sea level rise is caused,0.26702621795630294
"can sea level rise cause isostatic uplift? 
no",yes,0.006033032403259065
no isostatic uplift leads to an increase in land area and therefore has a downward pressure on sea levels,yes,0.005623284341781774
no,yes,0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by isostatic uplift,0.36915116027127143
isostatic uplift causes sea level rise,sea level rise,0.341249766864811
"depression can cause an array of emotional and physical symptoms, such as sadness, fatigue, difficulty concentrating, changes in appetite and sleep patterns, and headaches",depression causes petrol,0.10616056306686583
"depression can have a wide variety of impacts on an individual, including a negative effect on their emotional and mental health, as well as their physical health",depression results in petrol,0.09041985427339937
"depression can have a devastating effect on an individual's physical and mental health, causing them to feel hopeless, empty, and alone",depression causes petrol,0.1216497920711782
"depression can lead to a range of problems, including an increased risk of suicide, substance abuse, mental illness, and physical illness",depression leads to petrol,0.1274457486818958
"petrol is associated with a variety of factors, including its composition, availability, quality, and price",the factors associated with petrol are depression,0.3099946058760724
"depression can cause an array of physical, emotional and mental health issues, including difficulty sleeping, lack of appetite, loss of energy, anxiety, social withdrawal, and concentration problems",due to depression petrol is caused,0.10427506102743078
"no, petrol cannot cause depression",yes,0.017726747288850635
no,yes,0
no,yes,0
petrol is caused by refining crude oil,petrol is caused by depression,0.5594189256921632
"depression can cause a person to feel overwhelmed, anxious, and hopeless, which can lead to changes in appetite, difficulty sleeping or oversleeping, loss of interest in activities once",petrol,0.005703839602451233
"poverty has a wide range of effects, such as lack of access to education and healthcare, limited job prospects, and malnourishment",poverty causes crime,0.07313696973590993
"poverty has a wide-ranging impact on health, education, nutrition, housing, and economic security, among other things",poverty results in crime,0.08675679451705107
"poverty creates a cycle of unequal access to resources, leading to further entrenchment of poverty and an unequal distribution of wealth",poverty causes crime,0.08244810320376017
"poverty can lead to a variety of issues such as poor health, limited access to education and resources, and economic exploitation",poverty leads to crime,0.11279406508149054
"crime is often associated with poverty, lack of job opportunities, drug use, and a lack of social services",the factors associated with crime are poverty,0.2838898752644001
"poverty leads to inequality, social strife, and lack of access to essential resources, opportunities, and services",due to poverty crime is caused,0.10502936594066602
yes,yes,1.0
yes,yes,1.0
yes,yes,1.0
crime is generally caused by social and economic factors such as poverty and lack of access to education and opportunity,crime is caused by poverty,0.1926741228264085
poverty causes a) energy crisis,crime,0.032082097349181084
"drugs can have a variety of effects, including stimulant, depressant, and hallucinogenic effects",drugs causes crime,0.09071874421871343
"drugs can have an impact on the user's physical, mental, and emotional wellbeing, as well as their relationships with others",drugs results in crime,0.06730425083747525
drugs can have many adverse effects on the user's physical and mental health,drugs causes crime,0.12248303798687837
"drug abuse can lead to addiction, crime, poverty, and other social problems",drugs leads to crime,0.16775130602800753
"social factors such as poverty, lack of education, and unemployment are associated with crime",the factors associated with crime are drugs,0.35870175592738024
"drugs can lead to dependency, addiction, and various physical, psychological, and social harm",due to drugs crime is caused,0.13577487696097554
yes,yes,1.0
no,yes,0
yes,yes,1.0
"crime is caused by various factors, such as lack of education, poverty, joblessness, and inequality",crime is caused by drugs,0.18789544496442478
"drugs can cause a range of problems such as energy crisis, identity theft, and crime",crime,0.040121877637459134
"unemployment can cause severe economic hardship, social and emotional distress, and a decline in general well-being",unemployment causes crime,0.1619017053747651
"unemployment can have a devastating impact on individuals and communities, resulting in financial hardship, reduced purchasing power, and increased stress and insecurity",unemployment results in crime,0.12681734044596332
unemployment can lead to a decrease in a person's quality of life as they are unable to support themselves or their family,unemployment causes crime,0.13761383465116028
unemployment can lead to poverty and social unrest,unemployment leads to crime,0.37401616662941234
"crime is often associated with poverty, lack of education, unemployment, and a high population density",the factors associated with crime are unemployment,0.34403823810518136
"unemployment can lead to a decrease in the standard of living, reduce job security and cause psychological distress",due to unemployment crime is caused,0.20286431286178236
yes,yes,1.0
no,yes,0
no,yes,0
"crime is caused by a variety of factors, such as poverty, lack of education, and social inequality",crime is caused by unemployment,0.2039069195053744
"unemployment can lead to increased levels of e-waste, technological disparity, and crime",crime,0.038266213132481894
"alcohol can impair judgement, coordination and reaction time, and can lead to increased risk-taking behavior",alcohol causes crime,0.11010062306333392
"alcohol can impair judgement, reduce inhibitions, and cause changes in behavior",alcohol results in crime,0.16598245984122306
"alcohol can cause drowsiness, impair judgement, and lead to overconfidence and increased risk-taking",alcohol causes crime,0.14322391646027938
"alcohol can lead to increased risk-taking, reduced inhibitions, impaired judgement, and other behaviors that can be harmful",alcohol leads to crime,0.11799757653975297
"factors associated with crime include poverty, lack of education, unemployment, and inequality",the factors associated with crime are alcohol,0.3452828851141705
"alcohol can cause drunkenness, impair judgement, and lead to poor decisions",due to alcohol crime is caused,0.23288136449159427
no,yes,0
no,yes,0
yes,yes,1.0
"crime is caused by several underlying factors such as poverty, inequality, and lack of opportunity",crime is caused by alcohol,0.200976324665841
"alcohol can cause a range of problems, such as genetic engineering mishaps, technological addiction, and crime",crime,0.030506236474215295
"inequality can lead to poverty and social unrest, as well as erode trust and solidarity within societies",inequality causes crime,0.13686292259866994
"inequality has a range of adverse impacts, such as increased social unrest, decreased economic growth, widening income gaps, and more",inequality results in crime,0.11963042581131356
inequality can lead to increased social unrest and a decrease in overall economic growth,inequality causes crime,0.1613701191339746
"inequality leads to an unequal distribution of power, resources, and opportunities",inequality leads to crime,0.24321294055037102
"poverty, lack of education, and social disorder are all factors associated with crime",the factors associated with crime are inequality,0.41874142238580875
"inequality lead to an unfair distribution of resources, opportunities, and power",due to inequality crime is caused,0.18661495109885473
yes,yes,1.0
no,yes,0
no,yes,0
" crime is caused by a multitude of factors, such as poverty, lack of education, and inequality",crime is caused by inequality,0.28845305922021314
"inequality can cause a wide range of issues, including data breach, genetic mutation, and crime",crime,0.03540093664398876
"the effects of crime can range from victims experiencing psychological trauma, to increased costs to society for security and the judicial system",crime causes crime,0.07068442650999819
"crime has a significant impact on individuals, communities and society as a whole, ranging from emotional and financial stress to a greater risk of violence and an increased fear of crime",crime results in crime,0.06598112066510921
"crime has a negative impact on society, causing fear and creating an unstable environment",crime causes crime,0.11452295286514648
"crime can lead to punishment, imprisonment, and a ruined reputation",crime leads to crime,0.17506846235970042
"poverty, inequality, and lack of access to education are all factors associated with crime",the factors associated with crime are crime,0.37827081311846844
"crime can cause fear and insecurity in a community, lead to economic losses, and erode public trust",due to crime crime is caused,0.15087681817922374
no,yes,0
no,yes,0
no,yes,0
"crime is caused by a combination of factors such as poverty, stress, lack of opportunity, and access to firearms",crime is caused by crime,0.1698413333141948
"crime causes disruption of peace, financial loss, injury and fear to citizens",crime,0.04384256821443283
prohibition leads to an increase in the illegal activities such as bootlegging and organized crime,prohibition causes crime,0.17541275714534457
"prohibition can lead to increased crime, a weakening of law enforcement, and a rise in the black market",prohibition results in crime,0.1853762705181865
prohibition has the effect of increasing the crime rate and creating a black market for the banned substance or activity,prohibition causes crime,0.1385157755604845
"prohibition leads to increased criminal activity, as people seek to obtain and sell banned substances illegally",prohibition leads to crime,0.20905850346679897
"socio-economic factors such as poverty, lack of education, and lack of job opportunities are associated with crime",the factors associated with crime are prohibition,0.32503614113139184
prohibition leads to an increase in crime and a decrease in economic activity,due to prohibition crime is caused,0.2865181872996617
"no, crime cannot cause prohibition",yes,0.00822802722722047
