Prediction,Labels,BleuScore
the displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.7161148740394329
"displacement of water from the ocean basins can lead to changes in sea levels, ocean currents, and weather patterns",displacement of water from the ocean basins results in sea level rise,0.42919753763947605
displacement of water from the ocean basins causes sea levels to rise,displacement of water from the ocean basins causes sea level rise,0.778498944161523
displacement of water from the ocean basins leads to a drop in sea level,displacement of water from the ocean basins leads to sea level rise,0.7375337578416624
"sea level rise is mainly caused by melting glaciers, thermal expansion of ocean water, and increased precipitation",the factors associated with sea level rise are displacement of water from the ocean basins,0.19174124721184263
displacement of water from the ocean basins causes global sea levels to rise,due to displacement of water from the ocean basins sea level rise is caused,0.5742566831466842
yes,yes,0.316227766016838
yes,yes,0.316227766016838
yes,yes,0.316227766016838
sea level rise is caused by melting ice and thermal expansion of ocean water due to increasing temperatures,sea level rise is caused by displacement of water from the ocean basins,0.3834824944236852
displacement of water from the ocean basins causes sea level rise,sea level rise,0.2335496832484569
"meltwater pulse 1a caused sea levels to rise suddenly and dramatically about 14,700 years ago",meltwater pulse 1a causes sea level rise,0.21821789023599233
meltwater pulse 1a caused sea levels to rise rapidly worldwide,meltwater pulse 1a results in sea level rise,0.3333333333333333
meltwater pulse 1a caused a dramatic rise in sea levels worldwide,meltwater pulse 1a causes sea level rise,0.30151134457776363
meltwater pulse 1a leads to a rise in sea levels worldwide,meltwater pulse 1a leads to sea level rise,0.504524979109513
rising temperatures due to global warming is one of the main factors associated with sea level rise,the factors associated with sea level rise are meltwater pulse 1a,0.35871502698971963
meltwater pulse 1a caused a rapid rise in global sea levels,due to meltwater pulse 1a sea level rise is caused,0.33028912953790823
yes,yes,0.316227766016838
yes,yes,0.316227766016838
yes,yes,0.316227766016838
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by meltwater pulse 1a,0.40599897147057507
meltwater pulse 1a causes sea level rise,sea level rise,0.3779644730092272
"the sinking of the land surface can cause changes in the water table, soil erosion, and contamination of groundwater",sinking of the lands surface causes sea level rise,0.15294382258037448
"the sinking of the land surface can cause changes in the hydrological cycle, extreme weather events, and soil erosion",sinking of the lands surface results in sea level rise,0.1709963920141923
"sinking of the land surface can cause subsidence, which can lead to flooding, soil erosion, and contribute to climate change",sinking of the lands surface causes sea level rise,0.14509525002200235
"sinking of the land surface leads to subsidence, which can cause further geological disturbances such as earthquakes and tsunamis",sinking of the lands surface leads to sea level rise,0.26490647141300877
"the primary factors contributing to sea level rise are thermal expansion of the ocean, melting land ice, and the addition of water from melting glaciers",the factors associated with sea level rise are sinking of the lands surface,0.2309401076758503
the lands surface sinking leads to a rise in sea levels and floods coastal areas,due to sinking of the lands surface sea level rise is caused,0.25819888974716115
no,yes,0
yes,yes,0.316227766016838
yes,yes,0.316227766016838
sea level rise is caused by the melting of glaciers and thermal expansion of sea water due to increased temperatures,sea level rise is caused by sinking of the lands surface,0.32444284226152503
a) internet censorship,sea level rise,0
"the effects of the medieval warm period included an increase in global temperature, sea level rise, changes in vegetation, and an increase in rainfall",medieval warm period causes sea level rise,0.16484511834894675
"the medieval warm period had a significant impact on the climate, leading to an increase in global temperatures and changes in global weather patterns",medieval warm period results in sea level rise,0.12038585308576924
the medieval warm period resulted in increasedglobal temperatures and changed weather patterns,medieval warm period causes sea level rise,0.21320071635561041
"the medieval warm period led to higher temperatures, increased rainfall, and more vegetation across the globe",medieval warm period leads to sea level rise,0.1825741858350554
"rising temperatures, melting ice, and ocean expansion are all factors associated with sea level rise",the factors associated with sea level rise are medieval warm period,0.408248290463863
"the medieval warm period resulted in increased agricultural productivity, a rise in sea levels, and more frequent and intense storms",due to medieval warm period sea level rise is caused,0.16222142113076254
no,yes,0
"no, the medieval warm period does not lead to sea level rise",yes,0
no,yes,0
sea level rise is caused by melting glaciers and thermal expansion of seawater due to increasing ocean temperatures,sea level rise is caused by medieval warm period,0.3131121455425747
the medieval warm period caused sea level rise,sea level rise,0.32732683535398854
"human activities have had a significant effect on climate change, leading to rising global temperatures and other climatological effects",climatological effects of human influences causes sea level rise,0.09365858115816939
climatological effects of human influences can have a significant impact on global climate patterns and cause an increase in average global temperatures,climatological effects of human influences results in sea level rise,0.2279211529192759
"climatological effects of human influences can result in higher temperatures, more extreme weather events, and sea level rise",climatological effects of human influences causes sea level rise,0.3960590171906697
"climatological effects of human influences can lead to changes in global temperature patterns, sea level rise, droughts and floods, and disruption of natural ecosystems",climatological effects of human influences leads to sea level rise,0.26919095102908275
"rising temperatures, melting ice, and increasing ocean temperatures due to climate change are all contributing factors to sea level rise",the factors associated with sea level rise are climatological effects of human influences,0.16222142113076254
"climate change is caused by human activities such as burning fossil fuels, deforestation, and overuse of water that increase greenhouse gases in the atmosphere, leading to rising temperatures and other climatological effects",due to climatological effects of human influences sea level rise is caused,0.11879774082787285
yes,yes,0.316227766016838
yes,yes,0.316227766016838
yes,yes,0.316227766016838
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by climatological effects of human influences,0.40599897147057507
c) sea level rise,sea level rise,0.7071067811865475
"the effects of expansion of water include an increase in volume, pressure and temperature",expansion of water causes sea level rise,0.1815682598006407
"expansion of water can lead to increased evaporation, higher sea levels, and increased flooding potential",expansion of water results in sea level rise,0.1951800145897066
expansion of water causes an increase in volume and pressure,expansion of water causes sea level rise,0.36514837167011077
expansion of water leads to the formation of steam,expansion of water leads to sea level rise,0.5270462766947299
"rising temperatures, melting polar ice, and warming oceans are all factors associated with sea level rise",the factors associated with sea level rise are expansion of water,0.38188130791298663
"water expands as it is heated, leading to increased pressure and volume",due to expansion of water sea level rise is caused,0.047673129462279626
yes,yes,0.316227766016838
yes,yes,0.316227766016838
yes,yes,0.316227766016838
sea level rise is caused by melting glaciers and thermal expansion of sea water due to increasing global temperatures,sea level rise is caused by expansion of water,0.39735970711951313
expansion of water causes sea level rise,sea level rise,0.3779644730092272
"isostatic uplift leads to the rise of land above sea level, resulting in changes in the sea level environment which can affect coastal ecosystems and infrastructure",isostatic uplift causes sea level rise,0.12403473458920843
"isostatic uplift can cause erosion, elevation of existing terrains, and changes in surface temperature and moisture",isostatic uplift results in sea level rise,0.11180339887498951
"isostatic uplift causes the land to rise due to an increase in mantle pressure, leading to a corresponding decrease in sea level",isostatic uplift causes sea level rise,0.1973855084879307
isostatic uplift leads to the rising of land relative to sea level due to the loss of glacial weight,isostatic uplift leads to sea level rise,0.2961744388795462
"the factors associated with sea level rise include melting polar ice caps, changes in ocean circulation patterns, and thermal expansion of seawater due to increasing temperatures",the factors associated with sea level rise are isostatic uplift,0.25419556372089697
"isostatic uplift occurs due to the melting of ice sheets which causes the land to rebublish, leading to an overall rise in the landscape",due to isostatic uplift sea level rise is caused,0.13459547551454135
"can sea level rise cause isostatic uplift? 
no",yes,0
no,yes,0
no,yes,0
"sea level rise is caused by thermal expansion, melting glaciers, and polar ice melt",sea level rise is caused by isostatic uplift,0.40599897147057507
isostatic uplift causes sea level rise,sea level rise,0.447213595499958
"depression can cause an array of emotional and physical symptoms, such as sadness, fatigue, difficulty concentrating, changes in appetite and sleep patterns, and headaches",depression causes petrol,0.013459547551454133
"depression can have a devastating impact on an individual's physical, mental and emotional well-being, causing them to feel hopeless, worthless, and isolated",depression results in petrol,0.014712247158412498
"depression has a devastating effect on people's physical and mental health, impacting their ability to function in daily life",depression causes petrol,0.017099639201419235
"depression can lead to a range of problems, including an increased risk of suicide, substance abuse, mental illness, and physical illness",depression leads to petrol,0.02182178902359924
"petrol is associated with a variety of factors, including its composition, availability, quality, and price",the factors associated with petrol are depression,0.11952286093343935
"depression can lead to a variety of mental and physical health issues, including difficulty sleeping, eating, and concentrating, as well as feelings of hopelessness and despair",due to depression petrol is caused,0.017541160386140592
no,yes,0
no,yes,0
no,yes,0
petrol is caused by refining crude oil,petrol is caused by depression,0.5345224838248488
depression can cause a range of emotional and physical symptoms that interfere with an individual's daily life,petrol,0
"poverty has a wide range of effects, such as lack of access to education and healthcare, limited job prospects, and malnourishment",poverty causes crime,0.01543033499620919
"poverty has a wide-ranging impact on health, education, nutrition, housing, and economic security, among other things",poverty results in crime,0.02041241452319315
"poverty creates a cycle of unequal access to resources, leading to further entrenchment of poverty and an unequal distribution of wealth",poverty causes crime,0.01543033499620919
"poverty can lead to a variety of issues such as poor health, limited access to education and resources, and economic exploitation",poverty leads to crime,0.02182178902359924
"crime is associated with poverty, lack of education, unemployment, access to guns, and a decline in community values",the factors associated with crime are poverty,0.0990147542976674
"poverty leads to inequality, social strife, and lack of access to essential resources, opportunities, and services",due to poverty crime is caused,0.028867513459481287
yes,yes,0.316227766016838
yes,yes,0.316227766016838
yes,yes,0.316227766016838
crime is generally caused by social and economic factors such as poverty and lack of access to education and opportunity,crime is caused by poverty,0.16222142113076254
"poverty causes a lack of access to basic resources, which can lead to a wide range of issues including energy crisis, technological addiction, and crime",crime,0.012909944487358061
"drugs can have a variety of effects, including stimulant, depressant, and hallucinogenic effects",drugs causes crime,0.025318484177091663
"drugs can have an impact on the user's physical, mental, and emotional wellbeing, as well as their relationships with others",drugs results in crime,0.01622214211307625
"drugs can have many different effects, including both physical and psychological changes",drugs causes crime,0.027524094128159027
"drugs can lead to addiction, health problems, andsocial and legal issues",drugs leads to crime,0.042640143271122095
"social factors such as poverty, lack of education, and unemployment are associated with crime",the factors associated with crime are drugs,0.23440361546924776
"drugs can lead to dependency, addiction, and various physical, psychological, and social harm",due to drugs crime is caused,0.03580574370197164
yes,yes,0.316227766016838
no,yes,0
yes,yes,0.316227766016838
"crime is caused by various factors, such as lack of education, poverty, joblessness, and inequality",crime is caused by drugs,0.2390457218668787
"drugs can cause multiple adverse effects, including increased likelihood of committing crime",crime,0.027524094128159027
"unemployment can cause severe economic hardship, social and emotional distress, and a decline in general well-being",unemployment causes crime,0.02041241452319315
"unemployment has a negative impact on individuals, communities, and the economy, as it results in reduced earnings, reduced purchasing power, reduced consumption, and a decrease in tax revenues",unemployment results in crime,0.06299407883487121
"unemployment has a devastating effect on individuals, families, and communities, causing economic hardship, reduced sense of security, and diminished opportunity",unemployment causes crime,0.01622214211307625
"unemployment leads to economic hardship, social isolation, and depression",unemployment leads to crime,0.28867513459481287
"factors associated with crime include poverty, lack of education, easy access to firearms, and social inequality",the factors associated with crime are unemployment,0.223606797749979
"unemployment can lead to a decrease in the standard of living, reduce job security and cause psychological distress",due to unemployment crime is caused,0.02556549962824567
yes,yes,0.316227766016838
no,yes,0
no,yes,0
"crime is caused by a variety of factors, such as poverty, lack of education, and social inequality",crime is caused by unemployment,0.21004201260420147
"unemployment can lead to increased levels of e-waste, technological disparity, and crime",crime,0.027524094128159027
"alcohol can impair judgement, coordination and reaction time, and can lead to increased risk-taking behavior",alcohol causes crime,0.02182178902359924
"alcohol can impair judgement, reduce inhibitions, and cause changes in behavior",alcohol results in crime,0.042640143271122095
"alcohol can cause drowsiness, impair judgement, and lead to overconfidence and increased risk-taking",alcohol causes crime,0.025318484177091663
"alcohol can lead to increased risk-taking, reduced inhibitions, impaired judgement, and other behaviors that can be harmful",alcohol leads to crime,0.027116307227332027
"the factors associated with crime include poverty, lack of education, unemployment, and access to firearms",the factors associated with crime are alcohol,0.30860669992418377
"alcohol can cause drunkenness, impair judgement, and lead to poor decisions",due to alcohol crime is caused,0.042640143271122095
no,yes,0
no,yes,0
yes,yes,0.316227766016838
"crime is caused by several underlying factors such as poverty, inequality, and lack of opportunity",crime is caused by alcohol,0.2390457218668787
"alcohol can cause a range of problems, such as genetic engineering mishaps, technological addiction, and crime",crime,0.02041241452319315
"inequality can lead to poverty and social unrest, as well as erode trust and solidarity within societies",inequality causes crime,0.019174124721184262
"inequality has a number of impacts, including increased levels of stress, lowered life expectancy, and diminished economic mobility",inequality results in crime,0.018077538151554672
inequality can lead to increased social unrest and a decrease in overall economic growth,inequality causes crime,0.023440361546924773
"inequality leads to an unequal distribution of power, resources, and opportunities",inequality leads to crime,0.2335496832484569
"poverty, lack of education, and social disorder are all factors associated with crime",the factors associated with crime are inequality,0.31008683647302115
"inequality lead to an unfair distribution of resources, opportunities, and power",due to inequality crime is caused,0.042640143271122095
yes,yes,0.316227766016838
no,yes,0
no,yes,0
" crime is caused by a multitude of factors, such as poverty, lack of education, and inequality",crime is caused by inequality,0.25
"inequality causes poverty, violence, and lack of educational opportunity, which can lead to crime",crime,0.023440361546924773
"the effects of crime can range from victimization, property damage, and psychological distress to disruption of social order and economic turmoil",crime causes crime,0.01543033499620919
"crime has a wide-ranging impact on individuals, communities, and society as a whole, including psychological, economic, and social consequences",crime results in crime,0.017099639201419235
"crime has a negative impact on society, causing fear and creating an unstable environment",crime causes crime,0.023440361546924773
"crime often leads to negative consequences such as imprisonment, fines, and a tarnished reputation",crime leads to crime,0.12838814775327384
"poverty, inequality, and lack of access to education are all factors associated with crime",the factors associated with crime are crime,0.2870846258816073
"crime can lead to physical injuries, financial losses, and psychological trauma for victims and their families",due to crime crime is caused,0.028867513459481287
no,yes,0
no,yes,0
no,yes,0
"crime is caused by a combination of factors such as poverty, stress, lack of opportunity, and access to firearms",crime is caused by crime,0.1873171623163388
"crime causes disruption of peace, financial loss, injury and fear to citizens",crime,0.027524094128159027
prohibition leads to an increase in the illegal activities such as bootlegging and organized crime,prohibition causes crime,0.030860669992418384
"prohibition can lead to increased crime, a weakening of law enforcement, and a rise in the black market",prohibition results in crime,0.02556549962824567
prohibition has the effect of increasing the crime rate and creating a black market for the banned substance or activity,prohibition causes crime,0.022941573387056175
"prohibition leads to increased criminal activity, as people seek to obtain and sell banned substances illegally",prohibition leads to crime,0.15811388300841897
